Unnamed: 0	t_score_TCvsB6	p-value	log2FC_TCvsB6
Olfr649	1.45267	0.196583	1.096434782
Cyp2j8	1.5049	0.196611	1.081564722
Gm25490	1.71018	0.19663	1.090356567
Lhx1	1.55545	0.196638	1.103127846
Mir484	1.45344	0.196638	1.12220792
Ssu2	1.45983	0.196645	1.130663791
Gm16090	1.66792	0.196647	1.202052577
Gm13836	1.4548	0.196667	1.092974695
Nup37	-1.46587	0.196668	-1.08993
Atp5f1	-1.45574	0.196669	-1.04808
Abca9	1.53422	0.196686	1.044650245
Slain2	-1.45338	0.196706	-1.0399
Calcb	1.48754	0.196721	1.075412391
Klhl13	1.52896	0.196746	1.079774461
LOC100861624	1.71047	0.19679	1.139712547
Olfr169	1.4996	0.19693	1.128205598
Gm13125	1.49157	0.196941	1.145891145
Tmem61	1.46117	0.196967	1.101248459
Gm13101	1.46742	0.196976	1.117395566
Gm25252	1.48956	0.196977	1.066866752
4930554G24Rik	1.5042	0.196998	1.126783232
Gm14082	1.45792	0.197016	1.138551855
Ctbp1	-1.46358	0.197024	-1.05871
Olfr248	1.55623	0.197057	1.156656114
Tmem167	-1.46795	0.197087	-1.04867
Tmem11	1.46144	0.197104	1.082937513
Gm13086	-1.45057	0.197116	-1.11454
Vps9d1	1.57988	0.197146	1.075084457
Hnmt	1.50182	0.197167	1.113051233
Ttf1	-1.45046	0.197233	-1.06028
Eme1	-1.4696	0.197247	-1.10448
Gm25461	1.45521	0.197265	1.093717388
Gm23310	1.45521	0.197265	1.093717388
Gm24862	1.45521	0.197265	1.093717388
Ldlr	-1.84053	0.197278	-1.20299
Wasf3	1.5672	0.197295	1.068109829
Gm572	1.45248	0.197311	1.068924532
Mir683-2	1.45411	0.197332	1.174364286
Mir683-1	1.45411	0.197332	1.174364286
Igfbp6	1.7083	0.197386	1.123842606
Zfp943	-1.55117	0.197417	-1.04272
Gm24563	1.49719	0.197459	1.058073611
Ccer1	1.50478	0.197472	1.131126278
Gm15792	1.48226	0.197473	1.093020152
Cyp4f15	1.63274	0.197504	1.100081187
Gm11630	1.50692	0.197519	1.165218086
Dhx33	1.4886	0.19753	1.068991217
4930506M07Rik	1.46109	0.19754	1.155894719
Trav13-1	1.49646	0.197559	1.099783845
9230111E07Rik	1.44911	0.19757	1.051559147
Gpihbp1	1.4518	0.19758	1.093960009
Gm24668	1.508	0.197581	1.061643949
Gm20401	1.47596	0.197586	1.054179104
Foxc2	-1.53674	0.197594	-1.14696
Gdi2	-1.45647	0.19761	-1.06792
Hnrnpr	-1.52375	0.197624	-1.095349999
Vmn2r-ps73	-1.66355	0.197635	-1.15609
Ptpn21	1.73733	0.197674	1.051486261
Igdcc3	1.44826	0.197713	1.072761971
Arhgef37	1.4483	0.197726	1.078136616
Snord35b	1.4659	0.197768	1.18077166
Gm26208	1.72199	0.197771	1.282643286
Evi5l	1.46743	0.197805	1.037398364
1700034B16Rik	1.69984	0.197851	1.159843377
Gm23912	1.51249	0.197879	1.09097648
Cldn1	1.49329	0.197884	1.107034359
Dcpp3	1.63439	0.197921	1.111663384
Otof	1.48942	0.197951	1.062637846
Mfsd2b	1.44737	0.197952	1.04019932
Gm12830	1.45784	0.197952	1.161637555
Sertad2	-1.50304	0.197953	-1.05337
Gm22212	1.5292	0.197957	1.117504004
Gm13413	-1.46537	0.19796	-1.045229999
0610040B09Rik	1.62904	0.198002	1.091838897
Gm23502	1.64808	0.198008	1.056600502
Mvp	-1.45594	0.198024	-1.05349
Olfr1259	1.44984	0.19805	1.051610171
Tectb	1.66933	0.198111	1.095189105
Rgmb	1.447	0.198132	1.139436084
Usp51	1.53608	0.198138	1.076001434
Gm10566	1.74238	0.198143	1.098778053
Capn7	-1.51809	0.198144	-1.05741
Wdr82	-1.47393	0.198181	-1.097240001
C1qtnf4	1.54856	0.198185	1.203828602
Gm17768	-1.45611	0.198194	-1.11178
Morc4	1.47182	0.198217	1.07745678
Tmem260	-1.45282	0.198231	-1.05502
Gatad2a	1.59907	0.198231	1.083020086
Mup7	1.48198	0.198238	1.085357257
Gm12297	1.53159	0.198281	1.103762671
Fam219a	1.66877	0.198299	1.093194419
Fam76a	-1.49067	0.198319	-1.063419999
Krt25	1.47905	0.198327	1.094680608
Gm11663	1.4474	0.198328	1.125518679
Gm10839	1.47226	0.198334	1.081414795
Mstn	1.59409	0.198336	1.154269416
Ssh1	1.52705	0.198345	1.107947868
Prss53	1.73466	0.198356	1.097202641
Flt3	1.45157	0.198373	1.092285504
Bcmo1	1.45543	0.198383	1.068198675
Gm25267	1.47342	0.198391	1.061658666
Gm5931	-1.46399	0.198392	-1.0473
Gm22447	1.59494	0.198419	1.094225438
Scaf1	1.47312	0.198426	1.055063623
Atoh7	1.44842	0.198429	1.081692175
Gtf3c4	-1.52644	0.198493	-1.08395
Sly	1.44852	0.19852	1.133040947
Mbnl2	1.47287	0.198576	1.069250588
Tmed10	-1.47339	0.198612	-1.04024
Rnf141	1.46555	0.198612	1.047688619
Gm6756	-1.44623	0.198616	-1.08789
Vmn1r-ps58	1.45531	0.198627	1.085846371
Olfr821	1.45995	0.19864	1.059901355
Fth1	1.4702	0.198641	1.058359676
Timmdc1	-1.4473	0.198644	-1.0746
Ubn1	1.4969	0.198648	1.079991532
Cyb5b	-1.53601	0.198656	-1.121500001
Gm14935	1.44488	0.198754	1.098085202
Taf13	1.53709	0.198758	1.120055328
Olfr1260	1.44639	0.198773	1.06639358
Gm12402	-1.68101	0.198798	-1.10449
Galnt13	1.46363	0.198823	1.074473573
Ppp6r3	-1.44827	0.198834	-1.04746
Gm12419	1.658	0.198865	1.082637301
Gm10766	1.52035	0.198867	1.138646561
Mir3086	1.48475	0.198879	1.061143671
Olfr1137	1.55132	0.198894	1.094475758
Gm12206	1.65154	0.198897	1.206409756
Tceanc	-1.51553	0.198902	-1.08968
Mt3	1.45672	0.198916	1.069561915
A730056A06Rik	1.44396	0.198945	1.100821078
Slc2a12	1.44905	0.198965	1.051304068
Snap47	-1.44491	0.198971	-1.06266
Slco1a6	1.4442	0.199007	1.055107503
Hspa4	-1.44518	0.199032	-1.068849999
Clta	-1.53546	0.199035	-1.04584
Tma7-ps	-1.45066	0.199048	-1.048100001
Gm25338	1.44498	0.199138	1.182729373
Snx3	1.52146	0.199192	1.040595952
Zfp598	1.66869	0.199198	1.117852626
Gm23529	1.48629	0.199215	1.128174318
Olfr1213	1.45427	0.199308	1.087533619
9230020A06Rik	1.56419	0.199326	1.10776357
Foxp3	1.505	0.199332	1.109607927
Gm8730	-1.47157	0.199345	-1.04729
Mir471	-1.44259	0.199359	-1.057830001
Leprel4	1.56154	0.199372	1.055612252
Ercc8	-1.4657	0.199405	-1.040280001
Aadacl2	1.44716	0.19941	1.070540963
1700001P01Rik	1.5486	0.19941	1.125729339
Gm15883	1.47033	0.199434	1.131636017
Pigz	-1.4836	0.199438	-1.06617
Cftr	1.44274	0.199534	1.078824358
2900052L18Rik	1.48995	0.199588	1.093300509
P2ry2	1.45728	0.199589	1.11055435
Gm26565	1.46579	0.199597	1.127806842
Trim10	1.44856	0.199601	1.097765572
Gm6788	1.59681	0.199609	1.170909846
Tcrg-C3	-1.44118	0.199617	-1.284340001
Dlec1	1.49666	0.199637	1.06124665
Gm7052	1.51889	0.199678	1.136501824
Gm23806	1.45526	0.199686	1.227403838
Gm20643	-1.49682	0.199718	-1.08155
Fbxl16	1.57487	0.199766	1.086411006
A830035A12Rik	1.44171	0.199775	1.087880432
Pom121	1.64814	0.199793	1.164071762
Gm4204	-1.44433	0.199852	-1.09033
Gm26045	1.49894	0.199874	1.117806136
Creld2	-1.45416	0.199881	-1.08932
Gm22975	1.44642	0.199949	1.112441908
Gm10697	1.45396	0.199978	1.144081637
Gm10697	1.45396	0.199978	1.144081637
Mtap7d3	1.51243	0.199987	1.10294435
E130311K13Rik	-1.48383	0.199999	-1.08671
Mir409	1.46903	0.200003	1.224726831
Kirrel	1.44338	0.200012	1.073528134
Rn4.5s	1.44111	0.200042	1.193881792
Gm14108	1.44129	0.200044	1.075024843
Mir133a-2	1.47081	0.200053	1.092686848
Gabpb2	-1.44858	0.200059	-1.06854
Scgb1b19	1.44078	0.200115	1.072486881
Dear1	-1.45038	0.200118	-1.17631
Gm13074	1.77773	0.20012	1.169490385
Zfp629	1.54857	0.200121	1.084071565
Gm8207	-1.45853	0.200122	-1.12534
Gm13122	1.45668	0.200143	1.10975407
Gm20783	1.4435	0.200203	1.066460107
Trit1	-1.44651	0.200233	-1.0584
Smcr8	1.46092	0.200242	1.093308087
Gm22981	1.62853	0.200363	1.146645951
Gdf6	1.65144	0.200374	1.101981497
Gm12313	-1.4732	0.200484	-1.06702
E230014E18Rik	1.52982	0.200528	1.113213261
Nr5a2	1.44044	0.200532	1.085522779
Fam171a2	1.57859	0.200543	1.097263485
Angpt2	1.44714	0.200552	1.075017392
Dnajc7	-1.43771	0.200561	-1.05563
Gm26133	1.44955	0.200577	1.106543372
Klrb1f	-1.71928	0.200587	-1.453089999
Gm11470	1.49552	0.200625	1.112580712
Gm16246	1.45479	0.200719	1.108408746
Mir674	1.72309	0.200722	1.226697901
Tomm20l	1.47866	0.200729	1.093580937
Lbp	-1.4492	0.200736	-1.100020001
Vdac3	-1.44297	0.20074	-1.07888
Zmat4	1.43741	0.200753	1.060673037
Hmcn2	1.44843	0.200768	1.061459996
Sv2b	1.43734	0.200822	1.068472665
Trim41	1.44116	0.200859	1.031075516
Tll2	1.54178	0.200905	1.084567617
Fkbp4	1.5191	0.200933	1.094437827
Sash3	-1.46298	0.200941	-1.10817
Taar8c	-1.43647	0.200945	-1.155500001
Slc3a2	-1.56847	0.200959	-1.099
Prl8a2	1.43622	0.20099	1.075762795
Sdhd	-1.44832	0.201017	-1.08271
Asic3	1.44103	0.201022	1.054793072
Rpl30-ps9	-1.43611	0.201074	-1.05584
Gm13257	1.61581	0.201104	1.111809797
Gm5396	-1.7459	0.201116	-1.1684
Gm14349	1.67138	0.201125	1.108024668
Gm13856	1.48561	0.201148	1.058242306
Alox12e	1.44058	0.201184	1.045128258
Sowahb	1.54212	0.201194	1.109607927
Gm17746	1.50308	0.201206	1.073669524
Tbx3	1.43823	0.201214	1.074972684
Gm19382	1.43914	0.201224	1.094839962
Gm20257	-1.44442	0.201237	-1.09134
Olfr186	1.43634	0.201241	1.139925864
Prcc	1.43526	0.201243	1.07505465
AI197445	1.47634	0.201271	1.071951773
Cyp2a5	1.49764	0.201272	1.051989278
Hmgn3	1.43638	0.201273	1.079527504
Gm3573	1.44038	0.201289	1.091165549
Plcz1	1.45366	0.201347	1.088446125
Ldb3	1.4356	0.201372	1.068805991
Gm20091	-1.58675	0.201396	-1.0635
Gm17174	1.57421	0.2014	1.135674974
Cdc6	-1.62443	0.201444	-1.10689
Plxnb2	-1.45149	0.201444	-1.0732
n-R5s82	1.47198	0.201462	1.230223125
Nanp	-1.49281	0.20148	-1.0995
Vmn1r-ps66	1.51526	0.201483	1.147703515
Gm23554	1.4725	0.201495	1.117248417
E2f3	-1.44371	0.201498	-1.097120001
Mrps24	1.70618	0.201503	1.065300173
Gm13550	1.43907	0.20151	1.064613673
Slc22a26	1.45324	0.201537	1.088438581
Spic	1.45089	0.201554	1.070986281
Fcer2a	1.4395	0.20159	1.068657834
4930447C04Rik	1.43461	0.201656	1.068050602
Gm12845	1.51044	0.20166	1.059717704
Mis18a	-1.4704	0.201703	-1.11809
Gm14855	1.65347	0.201706	1.086328174
2700016F22Rik	1.44342	0.201719	1.143724835
Celf4	1.43729	0.201732	1.052769793
Gm23272	1.46711	0.201799	1.15631142
Gm26702	1.63986	0.20183	1.220269664
Tas2r120	1.51611	0.201836	1.135391621
Flt3l	1.59628	0.201912	1.177649322
Tbx21	-1.45344	0.201934	-1.12112
Gm14775	-1.4602	0.20194	-1.04792
Gm25659	-1.48001	0.201976	-1.22367
Trim32	1.79355	0.20199	1.053434052
Atp6v1f	1.49642	0.202083	1.064820314
2310002F09Rik	-1.46269	0.202132	-1.076269999
Smn1	1.43562	0.202141	1.058359676
H1f0	-1.47342	0.202149	-1.05982
Lao1	1.5173	0.202216	1.095948496
Pnmal2	1.54522	0.202216	1.140463283
Olfr889	1.43284	0.202217	1.105837959
Ptprk	1.43232	0.20225	1.101683641
Gm26681	1.48265	0.202308	1.136572725
D630039A03Rik	-1.46801	0.202386	-1.08303
Gm20836	1.46753	0.202391	1.121453654
Gm21660	1.46753	0.202391	1.121453654
Sfxn2	-1.53727	0.202428	-1.058700001
n-R5s188	1.45395	0.202448	1.117287138
Rab1	-1.50518	0.202478	-1.09082
Gm17618	-1.43319	0.202517	-1.11287
4930519H02Rik	1.47125	0.202557	1.103127846
LOC100502705	-1.48027	0.202565	-1.06315
Wif1	1.57296	0.202575	1.091029416
Gm25058	1.48891	0.202612	1.09680724
n-R5s25	1.50764	0.202617	1.230120802
Gm16335	1.44398	0.202625	1.043658704
Inpp5f	-1.53425	0.202627	-1.10898
Mir26b	1.63164	0.202635	1.097902545
Mdga1	1.55331	0.202651	1.066415755
Doc2a	1.64596	0.202684	1.0669481
Irx3	1.44235	0.202722	1.101095804
Gpi1	-1.49617	0.202747	-1.062740001
Ddi2	-1.4393	0.202765	-1.06312
Tomm70a	-1.44295	0.202771	-1.068799999
Mief2	1.61048	0.202792	1.070503862
Armcx6	1.45112	0.2028	1.093891767
Gm26368	1.43229	0.202865	1.066223585
Cd79a	-1.80165	0.202911	-1.27002
Tek	1.43476	0.202966	1.052944942
Gm6919	1.49871	0.202999	1.037945001
6-Mar	-1.42904	0.203013	-1.09346
Rpl11	1.4422	0.203046	1.036916699
Rxfp4	1.43813	0.20306	1.092005407
Chrna10	1.60446	0.203069	1.114788481
Gm22544	1.44591	0.203074	1.121780181
Olfr1145	-1.65737	0.203091	-1.06801
Cyp2a22	1.43041	0.203092	1.064805553
Gm24734	1.44564	0.203104	1.089034758
Gm7068	1.47127	0.203257	1.083342932
Gm22301	1.4319	0.203269	1.110292657
Tmem30a	-1.53457	0.203271	-1.08404
Ttc24	1.48174	0.203324	1.112002476
C730027H18Rik	1.59284	0.203325	1.055451291
4930441J16Rik	1.445	0.203338	1.13981525
Slc6a20b	1.42751	0.203348	1.058220301
Stfa3	1.64782	0.203355	1.402129887
Lrrc34	1.4278	0.203365	1.08745824
Rps15a	-1.4294	0.203385	-1.046529999
Szrd1	1.46155	0.203389	1.065447865
Gm13375	1.4356	0.203393	1.06539617
Gm26181	-1.45397	0.203401	-1.04866
Tmem200c	1.42992	0.203413	1.098945622
Srrm3	1.42898	0.203431	1.075196241
Gm20461	1.45478	0.203511	1.119589607
Gm22247	1.42683	0.203597	1.088913987
Ppp1r16b	1.43264	0.203606	1.083185251
Tnfsf10	1.43827	0.203621	1.057560355
Cc2d1b	-1.49038	0.203642	-1.04313
Gm14838	1.51681	0.20365	1.113830729
Gm14706	-1.5914	0.203732	-1.10338
Ybx1	-1.42607	0.203753	-1.04773
Adamts2	1.46609	0.203787	1.069257999
4932414J04Rik	1.42595	0.20379	1.102951995
1810049J17Rik	1.47575	0.203825	1.090341451
Gm14739	1.74527	0.203837	1.134573443
Rmnd5a	-1.43567	0.203857	-1.080020001
Coro7	-1.44326	0.203868	-1.09118
Gm15191	1.78011	0.203873	1.13233434
Gm20831	1.43425	0.203891	1.083125188
Calcoco1	1.50316	0.203903	1.115994564
Tfpi	-1.46504	0.203991	-1.02313
Gm830	1.42532	0.203991	1.065233718
4930519F16Rik	1.51389	0.204036	1.074309737
Gm11844	1.5155	0.204036	1.086501375
Alk	1.46062	0.204049	1.077852676
Mir6983	1.42888	0.204057	1.167360372
B430202K04RIK	1.45526	0.204065	1.061320213
Fasl	-1.42475	0.204103	-1.1165
Gm12811	-1.48117	0.204105	-1.117069999
Vmn2r51	1.48531	0.204111	1.091543783
4930474H20Rik	1.42514	0.204176	1.080171209
S100a16	1.42501	0.204197	1.084357143
4921508D12Rik	1.48964	0.204209	1.103617317
Cxx1c	1.42475	0.204216	1.102096078
Gm26766	1.51013	0.204219	1.072397678
Qrich2	1.42535	0.204232	1.056944776
Tgfb2	1.44549	0.204234	1.069169064
Gm26552	-1.45099	0.20431	-1.10173
Gm19269	-1.53204	0.204324	-1.19315
Slc36a3	1.43771	0.204328	1.089638814
Syt6	1.4778	0.204331	1.065388786
Ppp1r1a	1.608	0.204367	1.12376471
Wasl	1.44642	0.204368	1.087254741
Col7a1	1.45095	0.204374	1.078203875
Gm14524	1.58811	0.204407	1.151775868
Paqr7	1.49943	0.204417	1.063006192
Gm9162	1.67041	0.204419	1.138583423
Gm15986	1.49094	0.20442	1.135226364
Gm15274	-1.42694	0.204434	-1.09182
Cadps2	1.42769	0.204445	1.072494315
Rasl2-9	1.42964	0.204474	1.103885089
Gm10092	1.50166	0.204506	1.115932682
Fbxo32	1.54557	0.204521	1.085951747
AI846148	1.57305	0.204533	1.086749928
Lgr4	1.43416	0.204545	1.077344761
Gm23031	1.46545	0.204548	1.182696581
Actrt1	1.49881	0.204555	1.176417377
Ap3m1	-1.50846	0.204578	-1.069349999
Glp2r	1.44466	0.204579	1.061930979
Olfr1379-ps1	-1.45057	0.204625	-1.07194
Gbp4	1.4356	0.204643	1.041743429
Polg	1.44945	0.204657	1.039492969
Gm7580	1.42661	0.204685	1.14004439
Mid1	-1.42305	0.204691	-1.07745
Tdrd5	1.42508	0.204734	1.068124636
Pla2g4e	1.48474	0.204739	1.081167462
Tsr2	-1.46501	0.204742	-1.04962
Nfatc2ip	-1.42247	0.204745	-1.05562
Lsm14a	-1.42317	0.204778	-1.07016
Cdk20	1.43481	0.204784	1.050364455
Apeh	-1.43379	0.204798	-1.05161
Gpr180	-1.51376	0.204821	-1.05546
Canx	-1.47412	0.20488	-1.07472
Ptrhd1	1.50924	0.204882	1.132145986
B230325K18Rik	-1.42197	0.204883	-1.10564
Ep400	1.75388	0.204896	1.082412196
Gm11728	1.57413	0.204903	1.13138504
Ddx11	-1.49288	0.204905	-1.06027
1700015F17Rik	1.58202	0.204917	1.09503729
Zfp580	1.50719	0.204925	1.110731413
Gm11845	1.45659	0.204947	1.14458928
Gm14365	-1.4652	0.204948	-1.11925
Gm17552	-1.42266	0.204949	-1.09767
Gm16547	1.44737	0.20495	1.050684849
Gm16251	1.45746	0.204959	1.118891389
Acvr1c	1.56246	0.204971	1.078480432
Gm12038	-1.72929	0.205015	-1.04213
2010203P06Rik	1.42837	0.205026	1.086290526
Sez6	1.45043	0.205044	1.09167998
Cacna1b	1.45862	0.205055	1.060878914
Ndufv2	-1.49868	0.205073	-1.05413
n-R5s61	1.52013	0.205115	1.095211879
Gm24792	1.67179	0.205154	1.283159044
Cachd1	1.43633	0.205195	1.059585495
Pabpc4l	1.42077	0.205339	1.067206974
Ctcf	-1.42487	0.205379	-1.04666
Rpl30-ps10	-1.43043	0.205396	-1.05882
Gpr141	-1.56479	0.205458	-1.10931
Gm22187	1.46652	0.205464	1.14168923
n-R5s76	1.43045	0.205478	1.146248622
Gpam	-1.4606	0.205488	-1.03545
Gm1661	1.45085	0.205561	1.054749205
Loxhd1	1.42906	0.205573	1.078577617
Prox1	-1.43512	0.205587	-1.12491
Olfr784	1.46831	0.205592	1.092558099
4930545E07Rik	-1.54301	0.205599	-1.11745
Krt34	1.43996	0.205615	1.093224729
Gm24472	1.42497	0.205741	1.218773469
Gm20795	1.42036	0.205764	1.13115764
Bsph1	1.4189	0.205779	1.093224729
Gm46	1.44908	0.205804	1.079153433
Steap4	1.43983	0.205829	1.068406013
Gm11790	1.46043	0.205829	1.12337531
B930082K07Rik	1.63801	0.205859	1.178915242
Gm10874	-1.75733	0.205903	-1.12549
Atp5l	1.43023	0.205976	1.094779253
Gm22300	1.49562	0.205985	1.136698782
Olfr1140	-1.43946	0.206041	-1.07576
n-R5s171	1.62737	0.206057	1.211017741
Eng	1.56231	0.206092	1.073431403
Gm9944	1.46719	0.206095	1.175447415
Kcnt1	1.4612	0.206105	1.052864662
Shc2	1.46587	0.206127	1.052726011
LOC101056236	1.57117	0.206129	1.088883796
1700034J05Rik	1.43686	0.206142	1.102676806
Mir3083	1.4438	0.20615	1.065691602
Gm22099	1.4339	0.206155	1.194825555
Dusp8	1.43524	0.206157	1.082824924
1700112J16Rik	1.50811	0.206215	1.101775281
Uts2b	1.42201	0.206233	1.11098551
Gm14946	1.48004	0.206243	1.131761527
Sepsecs	-1.41978	0.206258	-1.04869
Lix1	1.43115	0.206263	1.084124166
Ece2	1.42531	0.206264	1.052011153
Gm25033	-1.43373	0.206278	-1.11362
Spaca5	1.45991	0.206291	1.103005512
Gpr26	1.42349	0.206331	1.061835294
Gm17387	1.43235	0.206331	1.085086459
Ephb3	1.59243	0.206335	1.062659943
Clns1a	-1.50453	0.206343	-1.05284
2310067E19Rik	1.42919	0.206349	1.082667318
Mup19	1.4427	0.206373	1.05063387
Lrp11	1.4889	0.20639	1.074391652
Prl3d3	1.49893	0.206407	1.150905995
Deptor	1.46756	0.206408	1.036550209
Wdr52	1.41987	0.206467	1.088167013
Gm14574	1.43729	0.20648	1.132169528
Gm8793	1.42565	0.206497	1.080103826
Mir1951	1.41739	0.206568	1.155181866
Amy2a5	1.42674	0.206578	1.047906502
Rhob	1.49248	0.206581	1.256229453
Gm20026	1.50084	0.206582	1.132287248
Mapt	1.41705	0.206587	1.072085525
Git1	1.56231	0.206615	1.1658644
Gm13152	1.50642	0.206629	1.039413715
4933417A18Rik	1.43343	0.206654	1.07563604
Syngr1	1.5056	0.206659	1.110800707
Nespas	1.46446	0.206663	1.063242
Grm5	1.50243	0.206666	1.042357379
Mxd1	1.44017	0.206674	1.05535619
Tmem129	-1.45967	0.206682	-1.03403
Smim8	-1.42931	0.206689	-1.07694
Trpm8	1.44983	0.206695	1.059357841
Kcnip2	1.53197	0.206695	1.083312896
Nkrf	-1.49396	0.206698	-1.05498
Gm25167	1.42252	0.20671	1.17233103
Mir148a	-1.42736	0.206761	-1.0619
Muc5b	1.43096	0.206769	1.050903355
Gm13316	-1.41643	0.206787	-1.08196
8430408G22Rik	1.42048	0.206792	1.177339175
Olfr1496	1.4268	0.206813	1.121166078
1700105P06Rik	1.62025	0.206841	1.145406742
Stoml2	-1.42757	0.206864	-1.05888
1600014K23Rik	1.41525	0.206893	1.150610866
Slc9b2	1.41481	0.206906	1.097674267
Gm7963	1.41612	0.206914	1.120676591
Whrn	1.4264	0.206923	1.071803179
Slc14a2	1.46969	0.206934	1.062468449
Tfdp2	1.43338	0.206936	1.091854034
Spag11b	1.47614	0.206973	1.088023713
A230009B12Rik	1.4169	0.206987	1.096563988
Gm11836	-1.46504	0.206998	-1.06919
4932416H05Rik	1.62936	0.207073	1.074123589
Fbll1	1.42978	0.207112	1.055268411
Rab39b	1.46317	0.207125	1.095219471
Atp8b1	1.41469	0.207159	1.06420051
A230028O05Rik	1.59297	0.20718	1.158774627
Gm21497	1.42725	0.207218	1.154565483
Gm7353	1.76912	0.207307	1.19048546
Jakmip3	1.41601	0.207342	1.076687814
Gm23423	-1.4588	0.207396	-1.09385
Gm12012	1.52843	0.207398	1.218131598
Gm13746	1.47338	0.207418	1.106995993
Gm16399	-1.78735	0.207439	-1.15055
Gm16796	1.41347	0.207492	1.104114659
Sohlh2	1.41263	0.207517	1.072814023
Fancd2os	1.43108	0.207537	1.076292346
Gm25093	1.41955	0.207546	1.176042339
Gm9833	-1.43194	0.207612	-1.03955
Rcl1	-1.44063	0.207637	-1.06814
Gm8180	1.4219	0.207637	1.128213418
Gm12158	1.42003	0.207651	1.143114565
Angel1	1.55685	0.207654	1.148618736
Tas2r110	1.446	0.207682	1.105661676
Mir7046	1.57398	0.207683	1.173444818
Wnt1	1.43298	0.207696	1.099257976
Gm24548	1.56142	0.207718	1.188564338
4833438C02Rik	1.5031	0.207754	1.135407361
Slc27a5	1.42005	0.207834	1.064333295
Snord42a	-1.57242	0.207848	-1.418529999
Agr2	1.41824	0.207849	1.087307496
Zfp462	1.42491	0.207878	1.066866752
2810002D19Rik	-1.42587	0.20789	-1.07746
Gm18734	1.41173	0.207891	1.050138781
1110006O24Rik	1.68955	0.207938	1.131581111
4933425B07Rik	1.44265	0.207981	1.081812146
Gm24965	-1.57163	0.207997	-1.10024
Gjb2	1.46326	0.20803	1.106274955
Gm15538	1.47339	0.208058	1.085771108
Gm15722	1.42898	0.208076	1.108354967
Col3a1	1.41075	0.208086	1.053244221
Gm20750	1.49356	0.208095	1.071721461
Serpinb6b	-1.43721	0.208115	-1.0835
Mir297b	-1.42244	0.208138	-1.123029999
Gm14998	1.42152	0.208145	1.117999854
4930415H17Rik	1.43664	0.208153	1.098640971
Parp4	1.41051	0.208164	1.053003331
Zzz3	-1.6591	0.208229	-1.07171
Islr2	1.47129	0.208307	1.083538188
Serpinh1	1.51956	0.208328	1.09974573
E130218I03Rik	1.43705	0.208334	1.057018041
Vmn2r123	1.41064	0.20837	1.087081421
Vmn1r68	1.43817	0.208383	1.139357107
Rab44	1.51843	0.208414	1.052485239
Gm17165	-1.46853	0.20842	-1.12728
D630036G22Rik	1.44001	0.208432	1.144216457
Gm23665	1.46847	0.20844	1.061474711
1700034J04Rik	1.42372	0.20847	1.114162759
n-R5s217	1.40914	0.208477	1.107341337
Olfr50	1.42162	0.208527	1.2021359
Gm8521	1.41773	0.208554	1.101500386
Ahi1	1.4563	0.208558	1.106428328
Gm19618	1.41552	0.208603	1.06553649
Gm12516	-1.4455	0.208656	-1.01995
Gm24728	1.54342	0.208677	1.077695794
Gm22795	1.46206	0.20869	1.201277951
Gm26007	1.4434	0.20875	1.121018432
Serpind1	1.49354	0.208764	1.094430241
Myeov2	-1.41724	0.208798	-1.08196
Megf11	1.40841	0.208799	1.054668787
Gm10858	1.42881	0.208799	1.071788321
Gm12821	1.41157	0.208816	1.04328983
Gm16219	1.42188	0.208821	1.103693817
Gm16759	1.44069	0.208823	1.08001399
Pmp22	1.4902	0.208836	1.08191713
LOC100503966	1.41671	0.20886	1.052784388
Olfr1209	1.51211	0.208864	1.11501259
Olfr699	1.41979	0.208872	1.107149466
C430014B12Rik	1.43451	0.208909	1.105431784
Hsph1	1.48864	0.208912	1.211445917
Emx2os	1.47959	0.208918	1.128362011
Gm26225	1.46499	0.208922	1.213387202
1700001G01Rik	1.44506	0.209015	1.081564722
Slc26a3	1.42838	0.209024	1.081962127
Gm12525	1.45659	0.209058	1.10266152
Celsr3	1.40784	0.209101	1.051595592
Actl9	-1.47125	0.209113	-1.13124
Olfr667	1.61888	0.209114	1.129340086
Gm9823	1.49352	0.209131	1.071335243
Sctr	1.42486	0.209161	1.06170282
Gm7160	1.62861	0.209166	1.131902741
A430048G15Rik	1.53554	0.209169	1.132373584
Gba	-1.40882	0.209201	-1.09368
Spaca4	1.40989	0.209211	1.104137619
Vmn2r-ps60	1.40653	0.209243	1.20957481
Zcchc11	1.59533	0.209263	1.097362363
Gm24733	1.67054	0.209273	1.145113023
Olfr648	1.41482	0.209317	1.080088853
Nus1	-1.43711	0.209323	-1.07804
