gene_name,B6-1-Tfh,B6-1-Tn,B6-2-Tfh,B6-2-Tn,B6-3-Tfh,B6-3-Tn,B6-4-Tfh,B6-4-Tn
Cfap97,1137,1028,1136,897,1111,872,1125,893
Cfb,1,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,1,0
Cfdp1,1092,1280,1305,1129,1078,1087,1191,1136
Cfh,0,1,2,0,0,0,0,0
Cfl1,17476,26513,20962,23410,17329,24490,18164,24743
Cfl2,445,379,415,365,403,326,426,376
Cflar,3256,4421,2901,3882,3285,3678,3276,4110
Cfp,223,110,215,96,189,116,241,128
Cftr,1,0,0,0,0,0,0,0
Cga,0,0,0,0,0,0,0,0
Cggbp1,2626,3455,2737,3064,2758,2981,2658,3129
Cgn,0,1,0,1,1,1,0,0
Cgnl1,0,0,0,0,0,0,0,0
Cgref1,0,0,0,0,0,0,0,0
Cgrrf1,167,129,211,133,176,101,190,106
Ch25h,0,0,0,0,0,0,0,0
Chac1,0,1,3,1,1,1,1,1
Chac2,75,89,72,71,59,70,71,87
Chad,9,2,5,1,9,0,8,0
Chadl,49,0,39,0,43,1,39,1
Chaf1a,200,50,122,27,134,25,131,20
Chaf1b,219,396,189,255,168,264,160,248
Champ1,1228,1021,1214,935,1211,884,1113,932
Chchd1,340,503,473,430,367,476,355,466
Chchd10,257,269,262,273,222,254,220,198
Chchd2,916,1105,1188,1088,1027,1073,1043,1050
Chchd3,1045,1704,1210,1588,1044,1566,1079,1520
Chchd4,256,209,267,222,214,183,217,179
Chchd5,269,246,355,250,287,213,279,236
Chchd6,33,41,43,34,34,34,27,32
Chchd7,299,303,338,296,315,259,276,292
Chd1,3765,3452,3311,3197,3851,3165,3699,3393
Chd1l,963,1053,935,905,883,940,931,949
Chd2,4806,7232,4356,6223,4884,6445,4794,7084
Chd3,16083,22103,15793,21155,15664,19838,17328,22326
Chd3os,140,27,114,33,120,35,144,28
Chd4,14042,15825,11654,13300,13004,13322,12736,14377
Chd5,1,5,3,2,1,2,1,4
Chd6,3720,3711,2939,3126,3419,2856,3004,3063
Chd7,1875,4837,1707,4140,1786,3836,1668,4570
Chd8,5760,6622,4941,5559,5248,5213,5252,5810
Chd9,3479,2184,2610,1682,3266,1466,2972,1690
Chdh,179,112,203,68,138,44,225,44
Chek1,61,8,38,13,38,12,31,11
Chek2,105,45,142,72,100,67,139,76
Cherp,2581,2639,2695,2615,2561,2529,2773,2879
Chfr,1807,2154,1759,1792,1579,1768,1715,1812
Chga,1,0,2,0,2,0,0,0
Chgb,3,0,1,1,1,1,0,0
Chia1,14,0,13,0,20,0,9,1
Chic1,409,63,346,78,391,52,341,60
Chic2,1047,1088,1147,941,1109,877,1101,913
Chid1,528,463,587,438,533,402,573,417
Chil1,5,0,3,0,11,0,3,0
Chil3,8,4,37,4,1,0,2,0
Chil5,2,102,9,136,1,190,13,175
Chil6,14,1,19,2,13,3,19,0
Chit1,0,0,0,0,0,0,0,0
Chka,317,240,267,240,291,196,277,256
Chkb,1367,1098,1491,1125,1355,1135,1476,1268
Chl1,0,28,1,16,0,5,2,8
Chm,962,1141,873,968,929,883,853,976
Chml,154,131,125,152,196,157,163,159
Chmp1a,2989,2678,3150,2406,2755,2241,2844,2151
Chmp2a,1989,1916,2444,1615,2045,1854,2070,1810
Chmp2b,815,759,825,693,851,680,737,667
Chmp3,1324,1957,1414,1588,1339,1754,1326,1677
Chmp4b,3514,3805,4000,3377,3733,3417,3586,3417
Chmp4c,98,1,97,1,108,0,61,0
Chmp5,1199,1023,1351,965,1204,955,1236,945
Chmp6,634,617,680,549,624,500,588,518
Chmp7,927,991,1088,849,1037,894,1028,1040
Chn1,525,0,589,3,658,0,629,0
Chn1os1,1,0,1,0,1,0,1,0
Chn1os3,553,2,563,1,635,0,597,1
Chn2,608,327,698,299,728,306,628,280
Chodl,0,0,0,0,0,0,0,0
Chordc1,1505,1689,1867,1810,1645,1858,2132,2235
Chp1,1634,2090,1730,1802,1664,1867,1641,1837
Chp2,0,0,0,0,0,0,0,0
Chpf,1028,573,1225,538,1014,535,1023,541
Chpf2,1359,944,1386,973,1309,975,1321,1047
Chpt1,244,80,220,78,272,68,186,70
Chrac1,835,825,896,721,719,740,762,629
Chrd,0,0,0,0,0,0,0,0
Chrm3,45,52,72,46,42,42,35,43
Chrm4,82,5,77,3,63,2,76,6
Chrna10,0,0,0,0,0,0,0,0
Chrna1os,28,0,34,0,27,0,27,0
Chrna5,5,0,1,0,0,0,0,0
Chrna9,5,3,2,1,2,2,2,3
Chrnb1,115,23,80,30,131,18,83,23
Chrnb2,118,162,96,146,85,157,117,157
Chrnb3,0,0,0,0,0,0,0,0
Chrnb4,0,0,0,0,0,0,0,0
Chrne,7,6,10,1,9,1,6,4
Chrng,0,0,0,0,0,0,0,0
Chst1,1,1,4,1,1,1,4,0
Chst10,679,1201,856,973,684,961,784,946
Chst11,604,14,395,23,519,22,401,26
Chst12,496,583,575,513,492,475,513,525
Chst13,0,0,0,0,0,0,0,0
Chst14,134,105,149,78,137,96,110,77
Chst15,577,431,487,290,464,234,467,244
Chst2,1497,7,1351,16,1394,9,1309,9
Chst3,56,3,58,10,62,7,49,8
Chst5,0,0,0,0,0,0,0,0
Chst7,0,0,0,0,0,0,0,0
Chst8,0,0,0,0,0,1,0,0
Chsy1,380,144,307,103,321,80,294,109
Chsy3,1,0,1,0,0,0,0,0
Chtf18,84,85,95,75,62,73,73,76
Chtf8,3502,3923,4207,3677,3715,3567,3948,3833
Chtop,4972,5439,5384,5102,4984,4729,5055,5018
Chuk,1541,1578,1401,1535,1418,1361,1519,1564
Churc1,182,314,178,253,169,258,207,304
Ciao1,1059,1091,1122,1066,1034,1079,1007,1045
Ciapin1,1042,744,962,610,838,603,881,625
Ciart,35,22,61,27,54,26,62,29
Cib1,705,855,830,745,642,839,707,795
Cib2,8,0,3,1,5,0,4,0
Cib3,1,9,1,2,2,3,13,9
Cic,6486,7968,6058,7071,6299,6995,6345,7681
Cidea,0,0,0,0,1,0,0,0
Cideb,0,0,0,0,0,0,0,0
Cidec,0,0,0,0,1,0,0,0
Ciita,25,7,14,14,13,7,21,8
Cilp,1,0,0,0,0,0,1,0
Cilp2,72,0,25,2,28,2,63,0
Cinp,307,328,374,274,294,293,316,324
Cipc,907,605,1062,571,899,534,1124,620
Cir1,217,173,179,113,190,125,218,126
Cirbp,3088,2412,2613,1688,2367,1655,2039,1279
Cirh1a,798,1292,800,1149,763,1155,730,1068
Cisd1,224,168,207,155,203,167,202,148
Cisd2,1411,1470,1369,1364,1348,1250,1256,1317
Cisd3,248,293,229,250,202,253,246,260
Cish,1212,732,1170,556,890,579,803,611
Cit,107,18,79,17,83,13,72,21
Cited1,0,0,0,1,0,0,0,0
Cited2,1867,811,2084,766,2179,775,2232,791
Cited4,5,3,7,11,3,10,6,7
Ciz1,2961,2154,3118,1982,2989,2010,3163,2127
Ck-ps1,0,0,0,0,0,0,0,0
Ckap2,51,7,39,7,42,9,31,9
Ckap2l,55,9,47,14,29,17,39,12
Ckap4,59,31,48,33,55,21,38,26
Ckap5,2159,1863,1893,1606,2050,1321,2059,1524
Ckb,231,612,291,392,202,416,259,433
Cklf,209,339,243,270,230,336,197,315
Ckm,0,0,0,0,2,0,1,0
Ckmt1,0,0,1,0,0,0,0,0
Ckmt2,0,0,0,0,0,0,0,0
Cks1b,89,81,89,71,96,66,74,86
Cks1brt,1,0,1,2,0,0,0,2
Cks2,77,33,69,37,67,41,75,42
Clasp1,1658,1398,1413,1187,1676,1203,1557,1268
Clasp2,814,1613,779,1171,847,1273,823,1319
Clasrp,997,880,1143,881,996,909,1117,987
Clca3a1,0,0,0,0,0,0,0,0
Clca3b,0,0,0,0,0,0,0,0
Clcc1,872,850,891,792,886,747,818,817
Clcf1,1248,2104,1285,1854,1213,2093,1345,2473
Clcn1,1,14,6,2,4,6,4,3
Clcn2,153,158,113,150,112,121,127,143
Clcn3,1414,1649,1207,1393,1277,1226,1269,1380
Clcn4-2,2709,2401,2649,2286,2624,2191,2617,2369
Clcn5,239,159,191,127,213,138,193,182
Clcn6,536,688,478,561,495,596,468,683
Clcn7,1459,1283,1462,1127,1417,1217,1397,1170
Clcnka,0,0,0,0,0,0,0,0
Clcnkb,3,1,3,0,2,0,3,0
Cldn1,0,0,1,1,0,0,0,0
Cldn10,32,91,36,113,25,123,32,91
Cldn11,0,0,0,0,0,0,0,0
Cldn12,250,30,223,26,232,22,218,39
Cldn13,0,0,0,0,0,0,0,0
Cldn15,1,2,2,0,2,8,2,2
Cldn18,0,0,0,0,0,0,0,0
Cldn2,0,0,0,0,0,0,1,0
Cldn20,1,0,0,0,0,0,0,0
Cldn23,11,0,7,0,10,0,6,0
Cldn3,0,0,0,0,0,0,0,0
Cldn34c1,20,5,21,3,14,1,12,3
Cldn4,0,28,1,8,0,9,0,12
Cldn6,0,1,0,0,0,0,0,0
Cldn7,0,0,0,0,0,0,0,0
Cldnd1,1344,455,1435,465,1502,433,1276,454
Cldnd2,3,0,3,0,2,0,1,0
Clec10a,1,0,2,0,1,0,1,0
Clec11a,1,6,9,4,4,4,5,2
Clec12a,6,1,7,1,1,2,2,0
Clec16a,912,789,721,623,778,661,841,719
Clec18a,0,0,0,0,0,0,0,0
Clec1b,0,0,0,0,0,0,0,0
Clec2d,5415,4518,6802,3939,6018,4300,6624,4053
Clec2e,0,0,0,0,1,0,0,0
Clec2f,2,2,2,1,0,1,6,3
Clec2g,0,0,0,0,0,0,1,0
Clec2i,2573,1261,2336,1165,2442,1177,2595,1272
Clec2j,0,0,0,0,0,0,0,0
Clec2l,1,0,0,0,2,1,1,0
Clec3b,10,24,17,6,9,8,15,14
Clec4a1,3,3,5,2,2,3,8,3
Clec4a2,1,0,2,0,2,0,1,0
Clec4a3,0,2,0,0,1,0,0,0
Clec4a4,0,0,0,0,1,1,0,1
Clec4b1,0,0,0,0,0,1,0,0
Clec4b2,0,0,0,0,0,0,0,0
Clec4d,0,0,0,0,0,0,0,0
Clec4e,1,0,0,0,1,0,1,0
Clec4f,0,0,0,0,0,0,0,0
Clec4n,0,1,1,0,1,1,0,0
Clec5a,3,0,3,0,0,0,0,0
Clec7a,6,2,4,1,4,0,2,0
Clec9a,0,0,1,0,0,0,0,0
Clgn,10,0,5,0,15,0,11,1
Clhc1,32,13,17,13,25,7,21,7
Clic1,5423,4910,6854,4576,5481,4663,5721,4439
Clic3,1,0,2,2,0,2,1,1
Clic4,361,957,365,812,415,789,343,835
Clic5,3,30,1,21,0,17,2,25
Clint1,5945,6563,6116,6033,6047,6275,5804,6073
Clip1,3116,4753,3411,4214,3301,4043,3905,4721
Clip2,1115,301,1031,294,1092,238,1011,269
Clip3,947,2,735,4,1008,9,870,3
Clip4,0,0,0,0,0,0,0,0
Clk1,7082,5557,7135,5381,7140,5725,7645,6581
Clk2,2365,1927,2525,2048,2411,1948,2627,2272
Clk3,1635,1828,1820,1689,1658,1774,1750,1749
Clk4,2405,1872,2378,1816,2332,1817,2320,2098
Clmn,1,0,0,0,0,0,0,0
Clmp,2,0,1,1,0,0,0,1
Cln3,1522,1316,1527,1087,1347,1155,1449,1304
Cln5,779,762,812,630,779,655,739,671
Cln6,919,895,910,691,838,680,866,660
Cln8,364,382,347,364,341,310,369,308
Clnk,1,0,0,0,1,0,0,0
Clns1a,1137,1363,1334,1183,1190,1199,1153,1135
Clock,1013,856,884,728,1004,730,950,843
Clp1,663,799,727,751,624,778,619,699
Clpb,513,521,580,522,518,435,585,461
Clpp,460,484,534,430,458,446,448,441
Clps,2,0,0,0,0,0,0,0
Clptm1,2266,2084,2690,1967,2418,1916,2345,2014
Clptm1l,3415,2860,3672,2668,3408,2619,3539,2800
Clpx,624,766,703,646,605,630,592,634
Clspn,88,8,41,7,57,3,72,6
Clstn1,1646,305,1786,336,1765,259,1700,278
Clstn2,0,0,0,0,0,0,0,0
Clstn3,6,12,12,16,15,17,8,13
Clta,2162,2974,2644,2761,2342,2756,2402,2757
Cltb,570,743,598,707,597,725,617,681
Cltc,7765,6421,7470,5950,8000,5658,7581,5999
Clu,2,0,3,0,1,0,2,2
Cluap1,390,369,418,292,368,292,371,320
Cluh,1649,1762,1651,1625,1627,1557,1548,1785
Clvs1,0,0,0,0,0,0,0,0
Clybl,80,217,93,157,55,191,71,170
Cmah,1559,6805,1313,5647,1517,5593,1708,6309
Cmas,836,1244,966,1105,873,1193,885,1149
Cmbl,0,0,0,0,0,0,0,0
Cmc1,326,495,345,383,283,391,284,321
Cmc2,132,129,163,166,124,136,157,137
Cmip,4212,3163,4055,2880,4333,2848,4315,3179
Cmklr1,0,0,1,0,0,0,0,0
Cml1,68,85,73,67,54,56,80,46
Cml2,5,0,0,0,0,0,0,0
Cmpk1,1229,1664,1360,1403,1207,1453,1121,1375
Cmpk2,206,355,324,353,208,246,233,340
Cmss1,165,85,170,88,135,93,156,74
Cmtm1,0,1,0,0,0,0,0,0
Cmtm2b,0,0,0,0,1,0,0,0
Cmtm3,380,173,433,122,412,174,458,127
Cmtm4,552,356,470,373,601,328,551,380
Cmtm6,3296,5342,3494,4541,3252,4703,3273,4748
Cmtm7,576,924,745,828,578,908,529,780
Cmtm8,1,0,1,1,3,1,0,0
Cmtr1,220,177,260,221,207,180,262,225
Cmtr2,315,373,333,284,281,286,281,288
Cmya5,34,16,39,26,31,17,44,31
Cnbd2,72,65,72,72,59,59,59,60
Cnbp,8200,9541,9438,8896,7983,8441,7619,7855
Cndp1,0,0,0,0,0,0,0,0
Cndp2,1131,1557,1212,1361,1018,1319,1085,1227
Cnep1r1,664,564,756,519,673,502,682,533
Cnfn,0,0,0,0,0,0,0,0
Cnga1,59,269,82,262,74,281,92,337
Cnga2,4,0,4,0,7,0,1,0
Cnga3,0,1,0,0,0,2,0,0
Cnga4,1,0,0,0,1,0,0,0
Cngb1,4,11,7,2,3,3,4,6
Cngb3,1,0,1,0,1,0,0,0
Cnih1,889,948,995,878,871,884,946,864
Cnih2,17,11,27,11,23,8,28,10
Cnih3,0,0,0,0,0,0,0,0
Cnih4,478,449,574,411,525,367,571,369
Cnksr1,2,2,0,2,2,2,2,0
Cnksr2,0,0,0,0,0,0,0,0
Cnksr3,145,278,169,270,120,269,119,276
Cnn1,0,2,0,0,0,0,0,0
Cnn2,13314,17385,17059,16613,13734,16296,15082,17308
Cnn3,23,1123,38,984,24,1003,24,1064
Cnnm2,187,138,188,134,173,110,162,98
Cnnm3,1409,1069,1456,912,1432,865,1403,954
Cnnm4,411,339,326,253,383,257,341,303
Cnot1,7712,9729,6578,8347,7518,7839,7129,8588
Cnot10,1266,1320,1282,1271,1282,1210,1368,1315
Cnot11,1207,943,1256,894,1148,857,1237,874
Cnot2,2112,2490,2354,2287,2119,2217,2170,2410
Cnot3,2122,2069,2366,1904,2247,1976,2500,2227
Cnot4,1050,1076,1078,915,1144,989,1167,1053
Cnot6,3559,4205,3200,3340,3256,3415,3262,3477
Cnot6l,5005,5112,5327,4941,5251,4426,5059,4811
Cnot7,1419,1498,1403,1381,1424,1460,1336,1460
Cnot8,1179,1665,1360,1549,1242,1505,1310,1560
Cnp,2849,6692,3691,5870,2909,5840,3241,5938
Cnppd1,2399,2900,2773,2501,2463,2524,2590,2588
Cnpy1,0,0,0,0,0,0,0,0
Cnpy2,617,569,680,435,568,495,650,423
Cnpy3,826,776,950,651,923,656,785,643
Cnpy4,474,418,508,388,456,389,485,503
Cnr1,0,0,0,0,0,0,0,0
Cnr2,268,852,239,674,163,600,210,597
Cnrip1,321,19,279,22,341,9,258,14
Cnst,1694,1620,1469,1433,1556,1464,1672,1426
Cntd1,7,8,3,2,3,1,2,6
Cntf,3,1,1,2,4,1,5,2
Cntfr,0,0,0,0,0,0,0,0
Cntln,603,26,517,9,632,15,511,13
Cntn1,1,0,0,0,1,0,0,0
Cntn2,0,0,0,0,0,0,0,0
Cntn4,1,0,0,0,2,0,2,0
Cntn5,0,0,0,0,1,0,0,0
Cntn6,1,0,3,0,0,0,0,0
Cntnap1,6,9,7,0,7,7,8,5
Cntnap2,0,0,0,0,0,0,1,0
Cntnap3,0,0,0,0,0,0,0,0
Cntnap5a,0,0,0,0,0,0,0,0
Cntrl,6622,4994,5325,4457,6260,4379,6065,4794
Cntrob,530,320,549,333,519,279,516,304
Coa3,589,658,700,610,616,591,637,597
Coa4,153,134,201,130,184,115,199,117
Coa5,2944,3411,2793,2684,2841,2553,2768,2739
Coa6,167,251,220,228,173,240,185,215
Coa7,152,258,170,219,170,226,167,203
Coasy,571,517,500,490,488,434,496,462
Cobl,168,0,130,0,195,0,111,0
Cobll1,891,10,658,13,842,17,593,15
Coch,78,0,42,0,97,0,61,0
Cog1,1525,1221,1683,1126,1603,1175,1674,1269
Cog2,1351,1260,1420,1064,1307,1079,1347,1111
Cog3,1540,1405,1438,1369,1542,1210,1455,1373
Cog4,1030,901,978,829,965,860,969,824
Cog5,1062,916,997,792,1093,824,979,885
Cog6,811,893,733,798,804,697,806,752
Cog7,378,380,362,322,321,324,292,274
Cog8,915,1126,974,1026,906,1024,940,1100
Coil,129,108,140,104,114,92,115,108
Col11a1,3,0,0,0,1,0,0,0
Col11a2,74,776,76,682,60,732,79,865
Col12a1,1,2,3,0,1,1,2,1
Col13a1,0,0,0,0,0,0,0,0
Col14a1,1,0,0,0,1,1,0,0
Col15a1,9,12,6,6,7,7,5,6
Col16a1,452,0,250,1,320,2,294,1
Col17a1,0,0,0,0,0,0,1,0
Col18a1,25,3,9,2,17,0,9,0
Col19a1,0,0,0,0,0,0,0,0
Col1a1,42,9,47,5,52,7,28,8
Col1a2,4,2,1,0,3,0,1,0
Col20a1,81,97,91,104,68,91,63,102
Col23a1,30,98,32,72,24,98,15,121
Col24a1,82,0,77,0,86,0,58,0
Col25a1,4,0,0,0,3,0,1,0
Col26a1,0,1,0,0,0,0,0,0
Col27a1,174,4,164,7,171,5,126,6
Col28a1,0,0,0,1,0,0,0,0
Col2a1,7,3,5,0,5,1,1,2
Col3a1,0,0,0,0,0,0,0,0
Col4a1,0,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0,0,1,0
Col4a3,0,0,0,0,0,0,0,0
Col4a3bp,2133,1620,2104,1565,2152,1487,2093,1699
Col4a4,0,0,0,0,0,0,0,0
Col4a5,7,0,9,0,10,0,6,0
Col5a1,2,0,1,1,2,2,2,1
Col5a2,3,0,1,1,2,0,0,0
Col5a3,80,0,43,0,58,0,48,0
Col6a1,0,0,0,0,0,0,0,1
Col6a2,0,0,0,1,0,0,1,0
Col6a3,0,0,0,0,0,0,0,0
Col6a4,0,0,0,1,0,0,0,0
Col6a5,0,0,1,0,3,0,1,0
Col7a1,15,45,21,40,10,26,20,45
Col8a1,0,0,0,0,0,0,0,0
Col8a2,1,0,0,0,1,0,0,1
Col9a2,0,0,0,0,1,0,1,0
Col9a3,56,62,75,61,64,69,60,92
Colec11,0,6,0,2,0,1,3,4
Colec12,0,0,0,0,0,1,0,0
Colgalt1,1167,2000,1065,1601,1015,1545,999,1431
Colgalt2,0,0,0,0,0,0,0,0
Colq,237,83,177,61,206,54,179,73
Commd1,156,161,172,139,117,158,141,141
Commd10,464,378,508,296,459,265,387,241
Commd2,525,586,510,527,505,527,466,494
Commd3,1391,1083,1400,880,1308,863,1326,863
Commd4,1109,993,1280,847,1038,913,1163,933
Commd5,275,239,324,237,257,245,268,216
Commd6,371,476,440,402,369,395,413,392
Commd7,1106,1219,1218,978,1062,1055,1069,988
Commd8,1091,2121,1375,1931,1187,1952,1274,1932
Commd9,206,242,235,206,194,231,176,201
Comp,17,40,17,25,16,36,18,31
Comt,976,357,1135,400,885,344,968,352
Comtd1,139,138,174,136,135,125,152,117
Copa,8027,7199,8024,6737,8088,6361,8176,7104
Copb1,3512,3716,3661,3568,3411,3405,3387,3319
Copb2,3337,3197,3562,2830,3224,2738,3245,2775
Cope,1852,1987,2248,1817,1974,1849,1964,1911
Copg1,3919,3938,4127,3771,4013,3747,4190,3934
Copg2,1254,1253,1208,935,1037,886,1037,800
Coprs,10,1,12,0,21,0,9,2
Cops2,1744,1533,1816,1398,1775,1348,1760,1388
Cops3,1115,1250,1150,1136,1105,1092,1097,1092
Cops4,1089,1120,1259,990,1078,991,1100,1081
Cops5,939,1059,961,982,902,948,874,907
Cops6,1720,1391,1838,1298,1670,1285,1645,1218
Cops7a,915,1146,970,934,834,931,841,927
Cops7b,603,472,631,414,548,389,611,446
Cops8,1213,1377,1309,1172,1209,1163,1181,1148
Copz1,2172,2077,2427,1862,2087,1897,2242,1933
Copz2,0,0,0,0,0,0,0,0
Coq10a,432,379,457,335,393,312,378,353
Coq10b,324,374,344,363,329,366,333,308
Coq2,670,701,750,614,715,627,678,692
Coq3,235,249,249,146,197,156,203,155
Coq4,68,62,95,68,83,64,76,78
Coq5,568,492,651,466,589,487,554,447
Coq6,350,363,402,323,335,340,341,351
Coq7,53,78,69,67,47,77,53,58
Coq9,729,688,776,596,703,621,683,692
Corin,0,0,0,0,0,0,0,0
Coro1a,32824,51043,40229,46388,32415,46376,34387,45648
Coro1b,6983,4390,8402,4434,7201,4121,7383,4287
Coro1c,1667,2580,1890,2270,1624,2301,1706,2435
Coro2a,1768,522,1661,465,1393,213,1354,372
Coro2b,1728,21,1572,21,1742,14,1848,16
Coro6,5,4,3,4,3,2,6,5
Coro7,3065,3497,3433,3173,3029,3260,3492,3805
Cort,1,0,0,0,0,0,1,0
Cotl1,14918,14705,16573,13546,14124,13867,14617,13932
Cox10,403,822,438,619,391,637,431,644
Cox11,199,242,216,185,197,192,200,194
Cox14,717,832,861,750,737,681,730,630
Cox15,697,667,690,566,711,506,675,559
Cox16,51,93,80,84,47,79,57,91
Cox17,472,215,488,265,577,228,598,307
Cox18,280,309,309,291,278,258,306,281
Cox19,299,289,316,253,294,270,290,255
Cox20,551,510,643,461,570,461,622,483
Cox20-ps,0,0,0,2,0,2,1,0
Cox4i1,3404,5097,4652,4911,3684,4872,3751,4376
Cox4i2,0,1,0,1,0,0,0,2
Cox5a,1056,1437,1304,1246,1073,1353,1127,1227
Cox5b,1103,1038,1343,1006,1044,1016,1145,929
Cox6a1,1436,1832,1906,1706,1596,1870,1619,1750
Cox6a2,0,0,0,0,0,0,0,1
Cox6b1,1789,1787,2341,1646,1836,1657,1921,1651
Cox6b2,16,8,10,7,9,8,7,4
Cox6c,1117,1071,1329,971,1081,966,1157,897
Cox7a1,5,4,3,1,5,0,6,3
Cox7a2,800,963,948,957,822,886,847,857
Cox7a2l,1779,5075,2445,4561,1982,4728,2000,4297
Cox7b,1406,1575,1719,1449,1369,1488,1379,1237
Cox7c,680,720,792,753,650,695,624,570
Cox8a,2071,2103,2408,1922,2050,1963,2080,1827
Cp,115,0,14,0,198,0,29,0
Cpa1,0,0,0,0,0,0,0,0
Cpa2,4,0,2,0,4,0,4,0
Cpa3,4,3,4,0,0,0,1,0
Cpa4,0,0,0,0,0,0,0,0
Cpa6,1,0,0,0,0,0,0,0
Cpb1,0,0,0,0,0,0,0,0
Cpd,653,14,584,10,692,6,607,6
Cpe,22,2,32,4,28,0,19,1
Cpeb1,29,0,50,0,28,0,29,0
Cpeb2,343,277,310,234,376,259,423,287
Cpeb3,11,7,7,8,8,9,6,7
Cpeb4,1029,1275,851,1167,992,1092,955,1226
Cped1,1,0,1,0,0,0,1,0
Cplx1,1,0,1,0,3,0,1,1
Cplx2,0,1,3,0,4,0,0,0
Cplx3,0,0,0,1,0,0,0,0
Cplx4,0,0,0,0,0,0,0,1
Cpm,545,1437,477,1614,392,1695,395,1552
Cpn1,0,0,0,0,0,0,0,0
Cpne1,4,5,8,6,2,3,4,8
Cpne2,23,19,60,16,46,19,56,22
Cpne3,1816,1354,1502,1232,1645,1151,1494,1152
Cpne4,2,0,2,0,1,0,0,0
Cpne5,3,20,2,10,0,4,0,9
Cpne6,0,0,0,0,0,0,0,0
Cpne7,1603,1,1817,1,2528,2,2624,2
Cpne8,0,0,0,0,0,0,0,0
Cpne9,1,1,0,1,0,2,2,2
Cpox,875,429,859,339,881,326,787,385
Cpped1,280,143,276,133,283,111,272,109
Cpq,356,36,430,45,446,53,339,40
Cps1,0,0,0,0,0,0,0,0
Cpsf1,3047,3063,3199,2794,3033,2722,3195,3071
Cpsf2,1667,1446,1698,1264,1746,1199,1649,1271
Cpsf3,2252,2733,2404,2413,2240,2286,2221,2405
Cpsf3l,1243,1443,1415,1314,1275,1382,1394,1420
Cpsf4,685,873,713,792,623,798,685,826
Cpsf4l,0,0,1,0,0,0,0,0
Cpsf6,3111,2931,2610,2518,2942,2498,2845,2865
Cpsf7,3280,2846,3125,2599,3135,2669,3235,3065
Cpt1a,2525,2711,3217,2833,2855,2342,2460,2153
Cpt1b,6,5,5,6,5,2,4,9
Cpt1c,71,1,35,0,87,2,49,2
Cpt2,356,268,371,242,378,196,353,257
Cptp,305,299,299,201,277,220,294,219
Cpvl,6,0,1,0,5,0,5,0
Cpxm1,15,2,11,2,10,0,8,0
Cr1l,1806,2021,1895,1823,1798,1830,1811,1942
Cr2,10,1,3,0,5,0,3,0
Crabp2,0,0,1,0,1,0,0,2
Cracr2a,205,191,144,153,180,103,176,167
Cracr2b,1,1,5,0,5,0,1,2
Cradd,223,193,211,187,178,148,198,156
Cramp1l,1852,1712,1602,1589,1765,1533,1804,1698
Crat,241,145,252,130,261,101,207,123
Crb1,0,0,0,0,0,0,1,0
Crb2,0,1,0,0,0,0,0,0
Crb3,45,25,35,13,29,14,26,13
Crbn,3234,2322,3103,2198,3272,2244,3017,1938
Crcp,630,613,706,476,585,559,607,485
Creb1,3777,3960,3400,3432,3474,3215,3558,3557
Creb3,659,917,777,838,707,782,673,848
Creb3l1,26,37,25,27,25,25,16,27
Creb3l2,1916,293,1356,294,1759,330,1320,299
Creb3l3,0,0,0,0,0,0,0,0
Creb3l4,1,2,0,0,0,0,0,0
Crebbp,3571,4795,3081,4004,3566,3893,3780,4492
Crebl2,1755,1008,1511,947,1597,842,1425,912
Crebrf,2499,2614,2246,2177,2596,2234,2336,2138
Crebzf,1787,1918,2015,1864,1855,1750,1820,1938
Creg1,474,485,577,527,436,445,431,456
Creg2,1,0,4,0,1,0,2,0
Creld1,255,130,267,115,213,109,233,116
Creld2,536,402,635,389,513,346,597,410
Crem,373,229,531,257,560,317,370,265
Crhbp,0,0,0,1,0,0,0,0
Crim1,928,1117,981,1017,919,881,891,1048
Crip1,967,3097,1275,2348,963,2714,956,2517
Crip2,31,25,40,22,30,24,16,32
Crip3,3,0,0,0,0,0,0,0
Cript,556,838,651,725,567,744,579,765
Crisp2,0,0,0,0,0,0,0,0
Crispld1,0,0,0,0,0,0,0,0
Crispld2,0,0,1,0,0,1,0,0
Crk,1680,1676,1618,1523,1700,1529,1603,1620
Crkl,2017,2280,1788,1865,2043,1843,2006,1948
Crlf1,0,0,1,0,1,0,0,0
Crlf2,1360,615,1623,716,1301,593,1271,551
Crlf3,2487,6650,3359,7253,2579,6990,3242,6928
Crls1,224,355,302,296,274,282,299,262
Crmp1,610,78,762,71,662,55,593,59
Crnde,1,1,2,0,0,4,0,0
Crnkl1,1423,1496,1432,1252,1347,1253,1379,1262
Crocc,377,267,377,265,330,245,381,244
Crocc2,0,0,0,0,0,0,0,0
Crot,1443,1171,1617,957,1558,1057,1488,1030
Crp,4,0,4,0,1,0,4,0
Crry-ps,0,1,0,1,0,5,1,0
Crtac1,0,0,0,0,0,0,0,0
Crtam,214,184,343,164,229,144,211,139
Crtap,238,178,213,165,214,158,234,162
Crtc1,1002,855,924,738,954,729,957,825
Crtc2,2860,1951,2709,1806,2814,1984,2810,2013
Crtc3,2369,2788,2423,2471,2385,2507,2501,2501
Cry1,347,942,400,878,343,813,347,882
Cry2,420,494,394,411,421,441,421,454
