gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn
Ccdc184,4,1,0,2,0,0,0,0
Ccdc185,0,0,0,0,0,0,0,0
Ccdc186,757,628,739,736,671,649,584,702
Ccdc22,27,37,23,31,83,73,74,93
Ccdc23,294,366,269,282,331,303,315,303
Ccdc24,0,0,0,0,0,0,0,0
Ccdc25,670,682,586,683,688,605,578,598
Ccdc28a,487,481,444,461,346,310,275,266
Ccdc28b,951,891,1003,906,125,79,90,81
Ccdc3,1,0,0,0,0,0,0,0
Ccdc30,25,26,15,26,146,141,113,132
Ccdc32,399,385,378,375,317,325,281,269
Ccdc33,0,0,0,2,0,0,1,0
Ccdc34,126,121,113,118,80,76,78,56
Ccdc36,1,0,0,0,0,0,0,0
Ccdc37,0,0,0,0,0,0,0,0
Ccdc38,63,60,48,61,11,10,2,7
Ccdc39,0,0,0,0,0,1,1,0
Ccdc40,65,39,49,56,14,11,15,13
Ccdc42b,0,0,0,0,0,0,0,1
Ccdc43,498,479,441,463,546,476,481,473
Ccdc47,1923,1872,1801,1901,2108,1787,1765,1812
Ccdc50,4608,3533,4126,3476,606,641,509,490
Ccdc50-ps,2,0,0,2,0,0,0,0
Ccdc51,199,205,190,220,226,239,206,201
Ccdc53,553,661,505,585,1049,933,1035,948
Ccdc55,665,678,648,732,613,564,542,621
Ccdc57,32,16,20,21,3,1,4,1
Ccdc58,160,187,175,147,242,167,198,179
Ccdc59,896,929,766,804,770,723,708,762
Ccdc6,1288,1269,1474,1523,1394,1247,1354,1537
Ccdc60,0,0,0,0,0,0,0,0
Ccdc61,478,567,447,464,360,319,344,336
Ccdc62,119,112,99,95,88,73,72,74
Ccdc63,19,16,14,12,1,0,1,0
Ccdc64,1926,2165,2175,2188,2540,2494,2556,2729
Ccdc64b,0,0,0,0,0,0,0,0
Ccdc65,1,0,0,0,0,0,0,0
Ccdc66,670,701,616,632,520,406,357,402
Ccdc67,4,1,3,4,0,0,0,0
Ccdc68,0,0,0,0,0,0,0,0
Ccdc69,876,951,823,889,631,518,523,499
Ccdc71,993,1207,1053,970,1264,1133,1172,1077
Ccdc71l,585,592,562,564,689,654,602,665
Ccdc73,5,5,4,6,13,8,7,7
Ccdc74a,53,14,29,15,1,0,0,1
Ccdc77,284,250,322,297,297,280,272,304
Ccdc78,1,1,1,0,1,0,1,0
Ccdc79,6,4,5,6,3,0,0,3
Ccdc8,2,0,0,1,0,0,0,0
Ccdc80,478,252,368,215,0,1,0,0
Ccdc81,1,0,0,0,0,0,0,0
Ccdc82,955,755,950,797,895,864,778,871
Ccdc83,0,0,0,0,0,0,0,0
Ccdc84,438,425,376,385,308,242,252,246
Ccdc85b,291,351,264,300,423,347,390,364
Ccdc85c,4,9,3,4,8,6,9,5
Ccdc86,277,336,292,290,395,351,353,365
Ccdc87,5,1,3,1,10,3,5,1
Ccdc88a,196,118,228,144,56,40,44,55
Ccdc88b,5077,4996,4820,5224,4860,4509,4575,5179
Ccdc88c,4655,3988,4331,4593,5912,5399,5300,6037
Ccdc89,1,0,0,0,0,1,0,0
Ccdc9,1561,1550,1361,1326,1618,1402,1452,1382
Ccdc90b,179,177,180,173,184,155,155,159
Ccdc91,406,488,476,463,379,351,363,372
Ccdc92,747,839,779,842,322,327,354,375
Ccdc93,1181,1140,1166,1216,1481,1406,1337,1535
Ccdc94,308,381,334,313,379,342,345,344
Ccdc96,1,3,1,2,2,3,3,2
Ccdc97,2012,2272,2053,2152,1975,1801,1995,1963
Cchcr1,445,425,403,448,119,116,89,90
Ccin,0,0,1,0,2,1,0,0
Cckar,0,1,0,0,0,0,0,0
Ccl1,27,24,20,17,0,1,1,0
Ccl17,0,0,0,0,0,0,0,0
Ccl2,0,0,0,0,0,0,0,0
Ccl20,0,0,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0,0,0
Ccl22,1,1,0,1,0,1,0,0
Ccl24,0,0,0,0,0,0,0,0
Ccl25,76,74,83,82,63,47,51,57
Ccl27a,21,28,32,25,14,17,15,17
Ccl28,7,1,2,2,4,3,5,2
Ccl3,26,19,23,30,0,0,2,1
Ccl4,8,24,36,37,0,4,1,10
Ccl5,308,574,641,1122,9,100,109,234
Ccl6,7,1,1,0,1,2,0,0
Ccl9,4,9,0,0,1,0,0,0
Ccm2,4357,5150,4571,4931,5521,4877,5119,5069
Ccm2l,1,0,0,0,0,0,0,0
Ccna2,79,68,64,68,7,8,11,6
Ccnb1,51,38,39,40,15,5,10,9
Ccnb1ip1,0,0,0,0,0,0,0,0
Ccnb2,83,122,79,80,8,13,11,14
Ccnb2-ps,3,2,1,2,3,0,1,3
Ccnb3,0,0,0,0,0,0,0,0
Ccnc,661,712,667,637,650,604,538,550
Ccnd1,5,1,0,2,6,4,5,1
Ccnd2,10326,9895,9762,10123,16967,13601,14351,16700
Ccnd3,2534,3431,3056,3114,4859,4402,4582,4904
Ccnd3-ps,2,1,3,0,1,1,4,0
Ccndbp1,1943,2186,1906,1899,1820,1689,1566,1556
Ccne1,125,130,78,98,148,114,106,124
Ccne2,49,47,42,43,14,11,4,7
Ccnf,95,61,60,69,30,33,39,23
Ccng1,4344,4725,4422,4943,3896,3561,3667,3586
Ccng2,1796,1721,1810,1837,1767,1508,1489,1501
Ccnh,594,600,485,500,615,499,522,458
Ccni,4207,4708,4279,4297,4691,4199,4154,3898
Ccnj,218,211,202,191,211,203,198,185
Ccnjl,1,0,0,2,14,16,15,11
Ccnk,1511,1618,1569,1610,1380,1271,1379,1443
Ccnl1,3651,3942,3757,4170,3779,3813,3715,4450
Ccnl2,4735,4750,4726,5198,4030,3941,4068,4895
Ccno,3,1,0,0,6,6,2,0
Ccnt1,2372,2052,2301,2255,2558,2358,2318,2491
Ccnt2,2704,2470,2627,2692,2454,2157,2062,2473
Ccny,2381,2465,2457,2338,2751,2388,2465,2464
Ccnyl1,91,77,80,90,95,82,74,84
Ccp110,453,361,383,398,283,246,195,257
Ccpg1,181,200,179,179,127,117,123,123
Ccpg1os,65,73,56,58,36,46,35,33
Ccr1,0,3,0,0,0,1,0,0
Ccr10,1,3,1,0,0,0,0,0
Ccr1l1,0,0,0,0,0,0,0,0
Ccr2,76,106,88,112,11,59,23,33
Ccr3,5,2,5,4,0,0,0,4
Ccr4,1342,1323,1176,1251,38,94,49,69
Ccr5,98,138,243,296,2,36,27,46
Ccr6,490,276,239,283,14,16,19,9
Ccr7,1510,2215,1953,1831,15444,12956,13938,12336
Ccr8,999,840,983,635,22,25,13,8
Ccr9,22,23,12,20,166,134,86,114
Ccrl2,216,166,177,127,4,10,11,8
Ccrn4l,336,251,220,412,301,263,308,350
Ccs,583,698,531,697,942,840,930,797
Ccsap,211,223,233,228,250,198,201,200
Ccser1,14,11,27,9,0,0,1,0
Ccser2,2561,2281,2581,2399,2131,1862,1862,1946
Cct2,4367,4904,4304,4692,7183,6604,6894,6787
Cct3,3463,3828,3650,3981,3781,3817,3962,4175
Cct3-ps1,0,1,1,1,1,0,0,0
Cct4,3694,4459,4081,4231,5388,5496,5403,5477
Cct5,4138,4837,4191,4585,6978,6567,6711,6703
Cct6a,2260,2590,2339,2445,3944,3426,3314,3539
Cct6b,9,8,8,10,10,5,6,4
Cct7,3436,4045,3643,3725,4767,4565,4530,4424
Cct8,3497,4026,3660,4036,5040,4824,4643,5113
Cct8l1,0,0,0,0,1,0,0,0
Ccz1,1050,1038,932,887,897,665,725,746
Cd101,910,709,833,694,397,253,261,260
Cd109,184,146,196,129,0,0,0,0
Cd14,0,0,0,0,0,0,0,0
Cd151,379,424,356,363,285,290,271,259
Cd160,436,462,289,314,46,33,33,38
Cd163,2,0,2,2,13,4,10,12
Cd163l1,1,12,0,6,4,3,2,4
Cd164,6543,7148,6424,6432,8346,7672,7753,7746
Cd164l2,0,0,1,1,2,1,0,1
Cd177,4,4,0,1,61,28,41,49
Cd180,7,2,0,2,0,1,2,0
Cd19,12,6,4,3,2,0,1,0
Cd1d1,1019,1088,954,959,833,727,758,701
Cd1d2,30,21,24,24,17,24,12,34
Cd2,10824,12050,10866,9885,8660,7154,6977,6767
Cd200,2689,2548,2782,2550,325,344,208,287
Cd200r1,856,779,644,669,442,327,300,335
Cd200r2,2,0,0,1,0,0,0,0
Cd200r3,6,7,2,6,99,86,68,84
Cd200r4,75,56,60,55,131,142,162,132
Cd209a,4,0,0,0,0,0,0,1
Cd209c,0,0,0,0,0,0,0,0
Cd209d,0,1,0,0,0,0,0,0
Cd209e,0,0,0,0,0,0,0,0
Cd22,1722,1969,1580,1934,3,8,7,4
Cd226,838,790,623,752,904,748,764,741
Cd244,8,1,2,3,3,0,2,0
Cd247,10550,12217,11673,11156,11810,10454,10852,10084
Cd248,0,1,1,1,0,0,0,0
Cd24a,27,46,23,18,26,32,27,20
Cd27,8374,8909,8237,7904,5914,5397,5361,5675
Cd274,2023,1851,1933,1833,1004,841,798,912
Cd276,0,0,0,0,0,0,0,0
Cd28,11627,13743,13510,14087,7464,8388,7657,7996
Cd2ap,1330,1230,1300,1277,2850,2387,2373,2485
Cd2bp2,2777,2827,2763,2732,2253,2093,2159,2053
Cd300a,4,4,1,1,4,1,2,1
Cd300c,0,0,0,0,0,0,0,0
Cd300e,0,1,2,0,0,0,0,0
Cd300lb,7,8,6,8,0,0,0,0
Cd300ld,1,0,1,0,1,0,0,0
Cd300lf,19,10,7,7,5,1,0,0
Cd300lg,1,2,0,1,0,0,0,0
Cd300lh,0,0,0,0,0,0,0,0
Cd302,0,1,0,1,1,0,0,0
Cd320,157,179,169,144,119,104,96,102
Cd33,1,0,0,0,1,0,0,0
Cd34,1,0,0,0,0,0,0,0
Cd36,5,1,0,0,0,0,0,0
Cd37,5909,6823,5764,6241,5462,5076,5169,5253
Cd38,736,701,720,737,11,18,12,16
Cd3d,9932,12027,10757,10196,10202,9588,9766,8457
Cd3e,14399,15983,15590,14871,10139,10003,9692,10384
Cd3eap,189,206,205,193,326,282,277,260
Cd3g,14494,17670,15573,15246,12595,11790,11720,11065
Cd4,35099,39174,38943,37976,22559,21144,22098,22499
Cd40,21,16,16,17,6,1,1,1
Cd40lg,1935,2300,2322,2355,1726,1350,1435,1627
Cd44,7330,7857,7716,7598,530,497,383,510
Cd46,159,125,106,98,217,123,126,124
Cd47,2125,2232,2255,2086,5898,4955,4613,4907
Cd48,2565,2826,2424,2473,2714,2319,2461,2424
Cd5,12237,15495,12703,15181,11392,9083,9225,9008
Cd52,11055,12853,10557,10690,20980,16590,17483,15525
Cd53,15065,17600,15905,15544,21789,19637,19734,19257
Cd55,82,114,70,80,1570,1266,1309,1309
Cd59a,1,1,1,0,0,0,1,0
Cd59b,0,0,0,0,0,0,0,0
Cd5l,1,0,4,4,0,0,0,0
Cd6,14215,16882,13947,16609,12384,10056,9963,9938
Cd63,3,5,1,2,0,0,0,0
Cd63-ps,0,0,0,0,0,0,0,0
Cd68,119,111,120,125,25,33,31,34
Cd69,1640,2042,1970,1780,1947,2438,2494,2373
Cd7,98,175,95,114,709,504,577,548
Cd70,16,4,8,7,0,0,0,0
Cd72,246,269,178,201,640,530,513,656
Cd74,2159,2053,2271,1810,302,242,266,137
Cd79a,12,19,9,7,10,9,9,9
Cd79b,149,127,125,97,27,17,20,10
Cd80,244,287,314,309,4,3,2,1
Cd81,2976,2489,2608,1900,467,392,397,418
Cd82,23531,22761,23395,20334,5330,4040,4293,3937
Cd83,5437,4707,5028,4171,49,48,45,21
Cd84,4923,4621,4766,4594,3360,2690,2591,2759
Cd86,243,231,144,154,61,54,73,82
Cd8a,0,0,0,0,13,4,3,3
Cd8b1,143,133,124,125,373,291,342,341
Cd9,2141,2280,2051,2010,1287,1204,1173,1207
Cd9-ps,1,0,1,0,0,1,1,2
Cd93,7,2,3,0,0,0,0,1
Cd96,2447,3018,2054,2482,4441,3281,3636,3259
Cd99l2,1054,977,1145,944,445,375,337,313
Cda,0,0,0,0,0,0,0,0
Cdadc1,421,390,373,431,414,361,367,365
Cdan1,1081,1183,1168,1195,880,846,845,900
Cdc123,1064,1078,1010,1101,1118,896,926,949
Cdc14a,904,822,910,794,351,329,316,394
Cdc14b,323,278,350,277,484,388,354,418
Cdc16,964,923,913,904,828,803,754,817
Cdc20,115,126,93,109,70,51,62,75
Cdc20b,0,0,0,0,0,0,0,0
Cdc23,1711,1727,1702,1679,1451,1298,1263,1291
Cdc25a,535,474,452,529,662,580,591,615
Cdc25b,4455,4491,5378,4894,988,904,936,1089
Cdc25c,10,16,3,6,0,2,0,0
Cdc26,552,605,534,555,569,496,452,501
Cdc27,1430,1255,1304,1351,1558,1514,1383,1461
Cdc34,811,915,851,831,949,858,920,830
Cdc34-ps,1,0,0,0,1,1,0,0
Cdc37,3491,4320,3809,3861,5158,4758,4883,4798
Cdc37l1,792,720,796,768,959,830,779,857
Cdc40,1492,1357,1365,1317,2093,1725,1751,1678
Cdc42,9627,11683,9902,10177,11420,10131,10077,10459
Cdc42bpa,63,42,72,23,11,8,12,5
Cdc42bpb,41,25,46,22,17,22,8,15
Cdc42bpg,352,297,282,290,242,172,188,162
Cdc42ep1,0,0,0,0,0,0,0,0
Cdc42ep2,0,2,2,3,1,1,2,1
Cdc42ep3,750,919,748,796,451,416,376,410
Cdc42ep4,99,121,89,100,181,117,121,148
Cdc42ep5,0,1,0,0,0,0,0,1
Cdc42se1,6065,7843,6708,6706,9910,9105,9091,8742
Cdc42se2,7226,7440,7679,7271,7348,6150,6059,5918
Cdc45,86,77,83,78,54,47,40,57
Cdc5l,1652,1825,1606,1659,2020,1824,1937,1858
Cdc6,63,41,46,46,10,8,8,10
Cdc7,373,428,419,497,453,426,436,449
Cdc73,1696,1612,1565,1523,1480,1380,1243,1378
Cdca2,55,37,38,43,28,25,23,29
Cdca3,62,76,46,73,58,37,40,47
Cdca4,1411,1479,1428,1334,1669,1407,1447,1383
Cdca5,27,35,28,35,15,6,11,9
Cdca7,377,409,318,357,204,218,179,206
Cdca7l,829,824,754,803,675,671,649,624
Cdca8,103,122,114,132,29,38,28,37
Cdcp1,240,118,180,161,15,9,11,6
Cdcp2,0,2,0,1,0,0,0,0
Cdh1,2,8,6,8,16,10,14,8
Cdh10,1,0,0,1,0,0,1,0
Cdh11,13,19,16,10,15,14,12,7
Cdh13,7,22,5,6,15,18,7,10
Cdh15,17,15,21,6,1,0,0,1
Cdh16,0,0,0,0,1,2,0,0
Cdh17,18,14,14,11,2,2,1,0
Cdh19,0,0,0,0,0,0,0,0
Cdh2,0,0,0,0,0,0,0,0
Cdh20,2,1,0,1,0,0,0,0
Cdh22,0,0,0,0,0,0,0,0
Cdh23,629,566,706,538,21,14,15,12
Cdh24,603,649,639,719,431,475,401,519
Cdh3,7,11,18,8,1,0,0,0
Cdh5,1,0,1,0,11,4,3,6
Cdhr1,2,1,0,1,1,1,0,0
Cdhr2,0,1,0,0,0,0,0,0
Cdhr3,1,1,2,1,1,4,1,2
Cdhr4,2,1,2,3,10,5,4,10
Cdhr5,0,0,0,0,0,0,0,0
Cdip1,976,819,999,844,1155,940,982,971
Cdipt,2976,3642,2927,3223,4217,3817,4111,4018
Cdk1,72,84,54,65,6,11,7,11
Cdk10,493,622,519,571,388,428,368,417
Cdk11b,2363,2619,2476,2676,2677,2501,2684,3034
Cdk12,2466,1939,2342,2349,3221,2814,2699,2954
Cdk13,3827,3685,3817,3585,4144,3814,3695,3986
Cdk14,2,2,3,2,0,0,2,0
Cdk16,1293,1409,1308,1392,1363,1388,1423,1580
Cdk17,3952,3628,3563,3715,2888,2559,2455,2652
Cdk18,0,0,0,0,0,0,0,0
Cdk19,2216,2117,2102,1989,2882,2524,2350,2276
Cdk19os,0,0,1,1,0,0,0,0
Cdk2,783,684,652,763,1046,839,842,989
Cdk20,62,80,77,72,120,117,97,96
Cdk2ap1,328,404,366,387,201,191,204,233
Cdk2ap2,5410,6484,5614,5836,4134,3947,4207,4093
Cdk3-ps,19,16,12,17,31,19,21,33
Cdk4,2162,2453,2099,2181,2568,2189,2189,2070
Cdk5,868,921,824,946,767,672,689,715
Cdk5r1,1185,984,1229,1178,57,55,64,77
Cdk5r2,0,1,2,0,0,1,0,1
Cdk5rap1,288,329,205,356,416,310,244,357
Cdk5rap2,1155,1144,1177,1099,1032,989,919,929
Cdk5rap3,1165,1322,1078,1211,1374,1191,1176,1188
Cdk6,2203,1597,2133,1957,620,432,443,530
Cdk7,931,953,927,865,917,829,766,770
Cdk8,813,680,770,718,587,524,531,598
Cdk9,2048,2045,1975,1949,1696,1529,1495,1610
Cdkal1,493,436,396,435,581,420,469,474
Cdkl1,0,1,0,0,0,0,0,0
Cdkl2,60,47,56,61,21,35,27,44
Cdkl3,115,88,75,87,94,50,58,49
Cdkl4,26,22,25,23,38,26,26,21
Cdkl5,51,29,33,39,74,77,70,67
Cdkn1a,69,60,80,66,3,2,1,2
Cdkn1b,5675,5960,6063,6247,4229,4419,4047,4522
Cdkn1c,30,19,22,21,20,19,16,12
Cdkn2a,14,18,19,31,0,0,0,0
Cdkn2aip,845,985,868,857,938,849,778,856
Cdkn2aipnl,2232,2587,2263,2348,2131,1810,1769,1734
Cdkn2b,69,93,121,102,0,2,0,2
Cdkn2c,506,467,419,430,88,62,70,65
Cdkn2d,531,668,524,577,2072,1579,1643,1448
Cdkn3,16,9,9,9,6,8,1,2
Cdnf,42,28,19,23,46,31,25,38
Cdo1,21,24,27,30,22,15,25,27
Cdon,1471,1193,1364,1412,1249,1101,1050,1211
Cdpf1,241,318,215,285,380,311,322,333
Cdr2,157,199,191,208,381,340,389,457
Cdr2l,0,3,0,1,29,37,34,28
Cdrt4,1,0,0,0,0,0,0,0
Cds1,0,0,0,0,0,0,0,0
Cds2,6652,6017,6727,6435,5594,5278,5224,5783
Cdt1,711,831,809,760,908,915,958,980
Cdv3,1126,1154,1081,1119,1464,1300,1336,1409
Cdx2,0,0,0,0,0,0,0,0
Cdyl,344,363,354,357,456,402,352,396
Cdyl2,654,638,607,645,931,712,678,688
Ceacam1,7,2,1,0,16,7,3,8
Ceacam10,0,1,0,0,0,0,0,0
Ceacam15,0,0,1,1,0,0,0,0
Ceacam16,10,7,4,4,3,2,7,0
Ceacam18,0,0,0,0,0,0,0,0
Ceacam19,0,0,0,0,0,0,0,0
Ceacam2,0,0,0,0,0,0,0,0
Ceacam20,0,0,0,0,0,0,0,0
Ceacam3,0,0,0,0,0,0,0,0
Ceacam5,0,0,0,0,0,0,0,0
Cebpa,2721,1996,2213,1937,2,4,5,2
Cebpb,277,251,272,187,61,83,46,58
Cebpd,58,42,64,61,2,2,2,0
Cebpe,1,1,0,0,0,0,0,0
Cebpg,1387,1303,1296,1355,1061,948,923,966
Cebpz,1743,1811,1712,1813,2360,2130,1977,2164
Cebpzos,221,242,198,217,168,132,134,140
Cecr2,2,3,6,4,1,1,0,1
Cecr5,1619,1699,1513,1822,1949,1875,1751,1940
Cecr6,14,15,10,7,14,16,20,14
Cel,0,0,0,0,0,0,1,1
Cela1,178,183,149,140,2,2,2,3
Cela2a,0,0,0,0,0,0,0,0
Cela3b,0,0,0,0,0,0,0,0
Celf1,5766,4785,5581,5591,6812,6103,5935,7080
Celf2,7930,6966,7063,7315,5455,5063,4265,5044
Celf3,153,125,138,133,0,0,1,0
Celf4,3,2,5,1,1,0,1,2
Celf5,153,89,127,106,4,3,3,3
Celf6,0,0,0,0,0,0,0,0
Celsr1,4494,3739,4223,4057,2976,2545,2266,2756
Celsr2,188,116,134,137,303,214,190,235
Celsr3,2,1,0,4,0,0,1,0
Cemip,100,43,76,33,0,1,0,0
Cend1,31,26,24,16,0,0,0,0
Cenpa,927,970,871,905,589,539,520,577
Cenpb,2186,2079,1947,1823,1225,952,912,901
Cenpc1,623,584,602,529,505,428,443,454
Cenpe,139,114,91,125,33,33,27,27
Cenpf,57,35,42,49,10,3,2,4
Cenph,35,37,20,29,3,7,11,14
Cenpi,25,30,21,18,15,13,11,13
Cenpj,276,254,214,264,638,537,537,597
Cenpk,14,14,14,12,4,4,4,6
Cenpl,258,231,229,217,142,141,111,143
Cenpm,26,23,14,24,8,13,8,5
Cenpn,48,47,40,40,24,27,28,26
Cenpo,518,473,441,465,409,356,331,352
Cenpp,10,10,8,8,13,9,6,2
Cenpq,431,487,437,434,498,429,420,448
Cenpt,212,266,223,269,341,321,375,372
Cenpu,63,52,56,59,46,45,26,36
Cenpv,30,45,28,47,16,29,19,35
Cenpw,16,27,17,15,31,28,22,26
Cep104,635,620,642,672,586,550,545,642
Cep112,216,156,199,116,0,0,1,0
Cep112os1,16,11,13,4,0,0,0,0
Cep112os2,1,3,3,2,0,0,0,0
Cep120,2104,2076,1934,2034,2246,1978,1962,2025
Cep126,2,2,6,0,0,0,0,0
Cep128,258,245,216,228,234,166,160,171
Cep131,192,181,168,175,118,105,97,126
Cep135,835,735,761,835,784,652,646,740
Cep152,487,426,434,496,709,586,523,601
Cep162,737,659,774,713,526,439,421,477
Cep164,816,765,766,781,1109,975,861,1030
Cep170,849,745,855,806,689,557,532,671
Cep170b,848,735,841,725,277,286,264,273
Cep19,540,539,512,467,364,266,341,361
Cep192,2489,2007,2436,2159,2640,2219,2035,2245
Cep250,3155,3075,2967,3337,1702,1613,1593,1814
Cep290,352,287,300,245,100,57,51,83
Cep295,1135,876,1005,1033,1406,1198,1091,1325
Cep350,4066,3162,3708,3963,5932,5094,4413,5720
Cep41,391,452,360,387,354,325,285,280
Cep44,268,259,218,251,277,241,211,212
Cep55,64,61,35,50,22,11,10,17
Cep57,1039,1017,921,934,977,817,863,838
Cep57l1,194,166,151,164,389,355,300,309
Cep63,758,752,689,737,749,667,684,661
Cep68,692,763,754,805,1436,1350,1253,1371
Cep70,244,222,215,217,192,150,116,162
Cep72,102,97,98,68,151,81,100,90
Cep76,188,199,189,185,231,198,202,230
Cep78,126,118,107,135,126,120,106,116
Cep83,557,560,583,599,618,492,517,548
Cep83os,440,375,403,385,343,254,244,226
Cep85,785,562,643,596,824,601,637,636
Cep85l,360,179,263,213,102,83,77,105
Cep89,249,251,230,225,121,112,107,112
Cep95,756,865,806,849,872,782,768,904
Cep97,1420,1159,1321,1343,2555,1968,1957,2239
Cept1,2245,2624,2522,2403,1559,1546,1475,1504
Cer1,0,0,0,0,0,0,0,0
Cercam,43,31,32,16,21,7,18,10
Cerk,1008,724,821,719,1027,736,787,813
Cerkl,209,155,208,181,107,62,72,60
Cers1,0,0,0,0,0,0,1,0
Cers2,3590,3813,3651,3659,2936,2790,2840,2921
Cers3,1,1,0,1,0,0,0,2
Cers4,2668,2678,2679,2759,626,649,569,603
Cers5,1623,1690,1461,1550,1447,1269,1391,1257
Cers6,249,353,207,378,1370,1387,1345,1481
Ces2a,8,7,8,6,0,0,0,0
Ces2b,0,0,0,1,0,0,0,0
Ces2c,900,789,811,745,1,1,2,0
Ces2d-ps,77,106,82,74,1,0,0,1
Ces2e,1,1,0,0,0,0,0,0
Ces2g,14,10,14,8,0,2,0,0
Ces4a,0,0,0,0,0,0,0,0
Cetn1,0,0,0,0,0,0,0,0
Cetn2,876,1064,804,842,821,836,737,670
Cetn3,707,787,625,618,946,812,816,770
Cetn4,53,36,40,34,1,1,0,1
Cfap126,63,73,44,42,3,2,0,5
Cfap20,480,475,448,456,377,360,378,373
Cfap36,521,508,409,509,286,226,232,222
Cfap43,1628,1568,1502,1546,2035,1859,1937,1974
Cfap44,0,0,0,0,0,0,0,0
Cfap45,6,8,1,10,4,2,4,2
Cfap46,2,5,4,2,0,3,3,0
Cfap52,0,0,2,0,0,0,0,0
Cfap53,9,3,5,4,3,1,1,1
Cfap54,26,11,21,16,1,1,1,1
Cfap57,0,0,0,0,0,0,0,0
Cfap58,0,0,0,0,0,0,0,0
Cfap61,0,0,0,0,0,0,0,0
Cfap70,0,0,0,0,0,0,1,0
Cfap74,77,93,68,106,102,83,45,135
Cfap97,1137,1136,1111,1125,1028,897,872,893
Cfb,1,0,0,0,0,0,0,0
Cfc1,0,0,0,1,0,0,0,0
Cfdp1,1092,1305,1078,1191,1280,1129,1087,1136
Cfh,0,2,0,0,1,0,0,0
Cfl1,17476,20962,17329,18164,26513,23410,24490,24743
Cfl2,445,415,403,426,379,365,326,376
Cflar,3256,2901,3285,3276,4421,3882,3678,4110
Cfp,223,215,189,241,110,96,116,128
Cftr,1,0,0,0,0,0,0,0
Cga,0,0,0,0,0,0,0,0
Cggbp1,2626,2737,2758,2658,3455,3064,2981,3129
Cgn,0,0,1,0,1,1,1,0
Cgnl1,0,0,0,0,0,0,0,0
Cgref1,0,0,0,0,0,0,0,0
Cgrrf1,167,211,176,190,129,133,101,106
Ch25h,0,0,0,0,0,0,0,0
Chac1,0,3,1,1,1,1,1,1
Chac2,75,72,59,71,89,71,70,87
Chad,9,5,9,8,2,1,0,0
Chadl,49,39,43,39,0,0,1,1
Chaf1a,200,122,134,131,50,27,25,20
Chaf1b,219,189,168,160,396,255,264,248
Champ1,1228,1214,1211,1113,1021,935,884,932
Chchd1,340,473,367,355,503,430,476,466
Chchd10,257,262,222,220,269,273,254,198
Chchd2,916,1188,1027,1043,1105,1088,1073,1050
Chchd3,1045,1210,1044,1079,1704,1588,1566,1520
Chchd4,256,267,214,217,209,222,183,179
Chchd5,269,355,287,279,246,250,213,236
Chchd6,33,43,34,27,41,34,34,32
Chchd7,299,338,315,276,303,296,259,292
Chd1,3765,3311,3851,3699,3452,3197,3165,3393
Chd1l,963,935,883,931,1053,905,940,949
Chd2,4806,4356,4884,4794,7232,6223,6445,7084
Chd3,16083,15793,15664,17328,22103,21155,19838,22326
Chd3os,140,114,120,144,27,33,35,28
Chd4,14042,11654,13004,12736,15825,13300,13322,14377
Chd5,1,3,1,1,5,2,2,4
Chd6,3720,2939,3419,3004,3711,3126,2856,3063
Chd7,1875,1707,1786,1668,4837,4140,3836,4570
Chd8,5760,4941,5248,5252,6622,5559,5213,5810
Chd9,3479,2610,3266,2972,2184,1682,1466,1690
Chdh,179,203,138,225,112,68,44,44
Chek1,61,38,38,31,8,13,12,11
Chek2,105,142,100,139,45,72,67,76
Cherp,2581,2695,2561,2773,2639,2615,2529,2879
Chfr,1807,1759,1579,1715,2154,1792,1768,1812
Chga,1,2,2,0,0,0,0,0
Chgb,3,1,1,0,0,1,1,0
Chia1,14,13,20,9,0,0,0,1
Chic1,409,346,391,341,63,78,52,60
Chic2,1047,1147,1109,1101,1088,941,877,913
Chid1,528,587,533,573,463,438,402,417
Chil1,5,3,11,3,0,0,0,0
Chil3,8,37,1,2,4,4,0,0
Chil5,2,9,1,13,102,136,190,175
Chil6,14,19,13,19,1,2,3,0
Chit1,0,0,0,0,0,0,0,0
Chka,317,267,291,277,240,240,196,256
Chkb,1367,1491,1355,1476,1098,1125,1135,1268
Chl1,0,1,0,2,28,16,5,8
Chm,962,873,929,853,1141,968,883,976
Chml,154,125,196,163,131,152,157,159
Chmp1a,2989,3150,2755,2844,2678,2406,2241,2151
Chmp2a,1989,2444,2045,2070,1916,1615,1854,1810
Chmp2b,815,825,851,737,759,693,680,667
Chmp3,1324,1414,1339,1326,1957,1588,1754,1677
Chmp4b,3514,4000,3733,3586,3805,3377,3417,3417
Chmp4c,98,97,108,61,1,1,0,0
Chmp5,1199,1351,1204,1236,1023,965,955,945
Chmp6,634,680,624,588,617,549,500,518
Chmp7,927,1088,1037,1028,991,849,894,1040
Chn1,525,589,658,629,0,3,0,0
Chn1os1,1,1,1,1,0,0,0,0
Chn1os3,553,563,635,597,2,1,0,1
Chn2,608,698,728,628,327,299,306,280
Chodl,0,0,0,0,0,0,0,0
Chordc1,1505,1867,1645,2132,1689,1810,1858,2235
Chp1,1634,1730,1664,1641,2090,1802,1867,1837
Chp2,0,0,0,0,0,0,0,0
