gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,TC1-Tfh,TC2-Tfh,TC4-Tfh
Mir6974,1,0,0,0,0,1,2
Mir6975,0,1,1,3,0,0,3
Mir6979,0,0,0,0,0,0,0
Mir6981,0,0,0,0,0,0,0
Mir6984,0,0,0,0,0,1,0
Mir6986,1,0,1,0,0,0,1
Mir6987,0,0,0,0,0,1,0
Mir6988,0,1,0,0,2,0,1
Mir6989,0,0,0,0,0,0,0
Mir6991,0,0,0,0,0,0,0
Mir6993,0,0,1,0,0,0,0
Mir6995,0,0,0,0,0,0,0
Mir6996,0,0,0,0,2,0,4
Mir6997,0,0,0,0,0,0,0
Mir6998,1,0,1,2,4,0,1
Mir6999,18,15,19,29,61,47,64
Mir7-1,8,12,7,5,25,15,4
Mir700,0,0,0,0,0,0,0
Mir7000,0,0,1,0,1,0,0
Mir7001,7,7,4,10,9,9,11
Mir7006,0,0,1,0,0,1,0
Mir7007,0,0,0,0,0,0,1
Mir7008,0,0,0,0,0,0,0
Mir701,0,0,0,0,0,0,0
Mir7010,0,0,0,0,0,1,0
Mir7013,3,3,1,1,3,1,3
Mir7016,0,1,1,1,3,2,3
Mir7017,1,1,1,2,2,0,1
Mir7020,1,1,0,0,0,0,0
Mir7022,1,0,0,2,1,0,0
Mir7024,1,2,0,0,1,2,1
Mir7026,3,5,4,1,4,0,6
Mir7027,11,6,7,7,11,6,10
Mir7028,3,2,0,0,0,0,1
Mir7030,1,2,4,4,1,5,7
Mir7031,0,0,0,0,0,1,0
Mir7033,0,0,0,0,0,0,0
Mir7034,0,0,0,0,0,0,1
Mir7038,0,0,0,0,0,0,0
Mir704,1,0,1,0,4,3,1
Mir7041,4,2,1,0,8,7,4
Mir7044,1,1,0,0,0,0,0
Mir7048,0,2,0,1,0,7,3
Mir7049,0,0,0,1,0,1,0
Mir7051,0,0,0,1,3,1,2
Mir7052,1,6,3,1,1,3,3
Mir7053,2,1,0,1,1,1,0
Mir7054,1,0,2,0,1,0,0
Mir7056,0,0,0,0,0,0,0
Mir7058,0,0,0,0,0,0,0
Mir7059,2,0,2,1,2,6,4
Mir706,0,0,0,0,0,0,0
Mir7060,0,0,3,1,3,0,1
Mir7063,1,0,3,0,1,2,2
Mir7064,0,0,0,0,0,0,0
Mir7065,0,0,0,0,0,0,1
Mir7067,1,1,0,0,1,1,4
Mir7069,0,0,1,1,0,1,1
Mir7072,2,2,2,2,2,5,6
Mir7074,0,2,0,0,0,1,0
Mir7077,0,0,0,0,0,0,0
Mir7078,2,1,0,0,3,2,1
Mir7081,1,0,0,2,1,1,2
Mir7082,0,4,0,0,1,0,0
Mir7085,2,0,2,0,0,1,1
Mir7086,0,0,1,1,1,0,0
Mir7087,1,4,2,1,3,4,0
Mir7089,0,0,0,0,1,1,1
Mir709,3,1,1,2,6,0,6
Mir7093,0,0,0,0,1,0,0
Mir719,0,0,0,0,0,0,0
Mir7212,0,0,0,0,0,0,0
Mir7213,0,0,0,0,0,0,0
Mir7224,0,0,0,0,0,0,0
Mir7237,3,1,3,3,5,1,7
Mir744,0,0,0,0,0,0,0
Mir7578,0,0,0,0,1,1,0
Mir762,2,0,0,2,1,1,1
Mir7647,0,0,0,1,2,0,1
Mir7651,1,1,0,0,3,0,4
Mir7655,0,1,0,1,0,1,0
Mir7656,0,0,0,2,0,0,0
Mir7659,0,0,0,0,0,0,0
Mir7660,0,0,0,0,0,1,0
Mir7663,2,0,0,0,2,0,2
Mir7664,3,2,3,2,1,2,4
Mir7665,0,0,0,0,0,0,0
Mir7666,0,2,0,2,0,1,1
Mir7668,0,0,0,0,0,0,0
Mir7669,2,1,1,0,3,3,2
Mir7671,1,1,0,0,1,1,0
Mir7674,2,4,0,1,2,3,5
Mir7675,0,0,0,0,0,0,0
Mir7678,0,0,0,0,0,0,0
Mir7679,1,0,2,0,2,1,3
Mir7687,0,0,0,0,0,0,0
Mir7688,0,0,0,0,0,0,0
Mir8090,0,0,0,0,0,0,0
Mir8091,14,6,11,8,10,11,7
Mir8094,9,12,10,11,21,13,15
Mir8095,0,0,0,0,0,0,0
Mir8096,3,0,0,1,0,4,0
Mir8100,0,0,0,0,0,1,0
Mir8102,0,2,1,2,1,1,1
Mir8103,4,4,1,3,6,1,3
Mir8105,1,1,0,0,0,0,0
Mir8107,0,0,1,0,0,1,0
Mir8111,0,0,0,0,0,0,1
Mir8112,15,11,5,10,7,10,5
Mir8116,1,0,0,0,0,0,1
Mir8118,1,0,0,0,0,0,0
Mir8119,5,4,6,6,9,8,16
Mir8120,0,0,0,0,0,1,0
Mir874,1,0,0,0,2,0,1
Mir877,0,0,0,0,0,0,0
Mir92-2,0,0,0,0,0,0,0
Mir92b,0,0,0,0,0,0,0
Mir99ahg,0,0,0,0,1,0,1
Mir99b,0,0,1,0,0,1,0
Mirg,5,17,7,6,13,5,22
Mirlet7a-1,1,0,1,0,0,0,0
Mirlet7b,0,0,0,0,0,0,0
Mirlet7c-2,0,0,0,0,0,0,0
Mirlet7g,1,0,0,0,0,0,0
Mirlet7i,0,0,2,0,0,1,0
Mis12,1212,1270,1180,1229,821,750,905
Mis18a,416,473,386,440,277,255,289
Mis18bp1,30,37,19,25,15,20,24
Misp,0,0,0,0,0,0,0
Mitd1,766,830,722,762,674,581,730
Mitf,39,33,32,31,38,32,35
Mixl1,0,0,1,0,0,0,0
Mki67,1063,728,759,921,776,824,940
Mkks,293,300,278,341,242,207,254
Mkl1,3317,3846,3571,3781,3538,3468,3789
Mkl2,1251,1018,1218,1113,1087,1036,1201
Mkln1,1936,1906,1928,1773,1772,1715,2013
Mkln1os,10,9,6,10,0,4,4
Mknk1,934,988,922,1013,1131,1018,1147
Mknk2,7195,8213,7270,7765,5773,5220,5283
Mkrn1,3109,3180,3175,3093,2170,1868,2265
Mkrn1-ps1,0,0,0,0,1,0,0
Mkrn2,609,643,600,580,538,435,617
Mkrn2os,0,2,1,2,0,1,0
Mkrn3,5,4,2,4,2,1,0
Mks1,376,408,354,350,444,363,494
Mkx,0,0,0,0,0,0,0
Mlana,0,0,0,0,0,0,0
Mlc1,0,0,0,0,0,0,0
Mlec,5531,6592,5526,6635,4290,4385,4349
Mlf1,3,9,8,11,3,6,4
Mlf2,2090,2374,2162,2202,1721,1427,1674
Mlh1,655,651,639,679,625,629,785
Mlh3,706,676,639,625,533,449,642
Mlip,0,0,0,0,0,0,0
Mlkl,48,43,30,34,38,40,23
Mllt1,1413,1474,1455,1507,1370,1185,1452
Mllt10,1712,1725,1742,1638,1788,1621,1819
Mllt11,305,322,331,390,192,162,238
Mllt3,2946,2673,2646,2847,2263,2212,2390
Mllt4,65,41,54,39,89,137,156
Mllt6,9868,9381,9780,10526,13249,12228,12725
Mlph,0,0,0,0,1,0,0
Mlst8,479,553,504,530,455,463,473
Mlx,1189,1342,1221,1221,963,851,1026
Mlxip,3750,3431,3995,3702,4561,4159,4965
Mlxipl,6,4,6,6,3,4,2
Mlycd,443,552,433,437,456,372,499
Mmaa,155,201,168,167,161,146,197
Mmab,273,253,265,280,247,214,267
Mmachc,179,213,172,171,112,122,124
Mmadhc,747,823,730,737,623,523,649
Mmd,3669,3229,3400,3188,3163,2477,3597
Mmel1,0,0,1,0,0,0,0
Mmgt1,700,623,620,610,519,490,566
Mmgt2,480,566,455,463,316,327,347
Mmp10,5,6,5,9,6,8,1
Mmp11,23,18,20,14,15,16,18
Mmp12,0,0,2,0,0,0,0
Mmp13,1,0,2,0,0,0,0
Mmp14,181,259,105,54,93,93,123
Mmp15,62,35,51,38,48,31,43
Mmp16,0,0,0,1,0,0,0
Mmp17,17,19,19,11,14,15,9
Mmp19,4,0,0,1,2,2,2
Mmp1a,0,0,0,0,0,0,0
Mmp2,0,0,0,0,0,0,0
Mmp20,1,0,0,0,0,0,2
Mmp21,0,0,0,1,0,1,0
Mmp23,5,8,10,3,5,3,8
Mmp24,4,3,2,2,1,2,4
Mmp25,2,1,0,1,0,0,1
Mmp27,0,0,0,0,0,0,0
Mmp28,1,1,0,0,0,0,0
Mmp7,0,0,0,0,0,0,0
Mmp8,3,3,0,0,0,0,0
Mmp9,80,95,33,67,36,100,39
Mmrn1,1,0,0,0,0,0,0
Mmrn2,8,9,33,6,12,5,6
Mms19,2573,2627,2489,2565,2913,2577,3271
Mms22l,314,296,257,308,262,260,311
Mn1,1,0,0,0,0,0,0
Mnat1,258,333,247,261,178,136,204
Mnd1,11,3,3,4,6,4,6
Mnd1-ps,0,0,0,0,0,0,0
Mnda,97,50,66,43,39,37,49
Mndal,4802,5162,4602,4947,5352,5688,6346
Mns1,247,266,216,277,195,234,185
Mnt,1365,1302,1394,1298,1289,1087,1311
Moap1,0,1,0,1,0,2,0
Mob1a,8612,8832,8692,8591,6301,5403,6466
Mob1b,1173,880,1124,1028,1232,1274,1217
Mob2,805,859,736,780,594,534,672
Mob3a,4894,5667,5027,5121,3956,3661,3882
Mob3b,63,80,54,76,57,59,61
Mob3c,583,613,553,615,386,394,443
Mob4,1046,1145,983,1026,934,882,983
Mobp,0,0,0,0,0,0,0
Mocos,174,213,174,175,149,153,151
Mocs1,428,459,409,431,325,301,375
Mocs2,367,387,335,402,244,239,251
Mocs3,260,271,247,242,146,137,135
Mogat1,0,0,0,2,9,5,4
Mogat2,0,0,0,0,0,2,0
Mogs,2856,2972,2891,2827,2445,2197,2654
Mok,2,1,1,0,1,0,2
Mon1a,526,587,530,590,571,530,623
Mon1b,1721,1604,1554,1597,1344,1294,1494
Mon2,2630,2449,2603,2627,2879,2640,3031
Morc1,1,9,1,2,3,0,0
Morc2a,1525,1319,1393,1377,1461,1330,1541
Morc3,1712,1791,1770,1818,1855,1723,1938
Morc4,0,0,0,0,0,0,0
Morf4l1,2408,2537,2384,2249,1853,1653,2034
Morf4l2,1027,1142,1019,1104,1084,1021,980
Morn1,95,87,76,67,72,60,72
Morn2,49,36,38,34,28,18,23
Morn3,0,0,0,0,0,0,0
Morn4,55,51,44,48,20,19,31
Morn5,0,0,0,1,0,0,0
Mos,0,0,0,0,0,0,0
Mospd1,147,144,138,158,128,135,123
Mospd2,296,258,231,262,235,219,272
Mospd3,690,760,625,695,678,647,674
Mospd4,0,0,0,0,0,0,1
Mov10,1210,1337,1143,1213,1196,1153,1314
Moxd1,3,0,2,0,7,4,3
Moxd2,4,2,4,4,2,2,3
Mpc1,225,210,170,184,189,168,202
Mpc1-ps,56,51,38,47,29,30,28
Mpc2,415,474,484,445,353,294,333
Mpdu1,828,847,739,748,583,532,587
Mpdz,0,0,0,0,0,0,0
Mpeg1,69,78,46,28,35,19,66
Mpg,548,510,464,521,305,246,332
Mphosph10,657,746,659,672,581,519,607
Mphosph6,556,510,604,466,614,412,542
Mphosph8,1036,1001,1044,1122,1007,1042,1045
Mphosph9,985,836,833,948,979,941,1056
Mpi,174,204,172,179,162,163,177
Mpl,0,0,1,1,1,0,1
Mplkip,226,295,211,241,166,160,195
Mpnd,800,972,730,778,699,563,680
Mpo,70,101,4,0,3,2,0
Mpp1,1370,1675,1382,1521,1024,1086,1073
Mpp2,482,565,545,582,436,531,541
Mpp3,0,0,0,0,0,0,0
Mpp4,12,8,11,7,17,15,12
Mpp5,544,538,559,494,420,423,453
Mpp6,283,299,266,261,284,263,299
Mpp7,217,226,184,246,155,178,167
Mppe1,1439,1525,1317,1464,1313,1227,1474
Mpped2,0,0,0,0,0,0,0
Mprip,2946,3175,2966,3363,3414,3449,4025
Mpst,623,710,587,601,407,354,458
Mpv17,335,387,341,291,324,265,327
Mpv17l,22,11,8,8,7,5,12
Mpv17l2,417,437,357,368,294,233,290
Mpz,0,0,0,0,0,0,0
Mpzl1,8,6,7,8,11,5,8
Mpzl2,3,5,3,1,3,0,8
Mpzl3,764,689,779,704,574,465,616
Mr1,1022,883,971,898,731,652,745
Mrap,0,0,0,0,0,0,0
Mrap2,1,3,0,1,2,0,1
Mras,1,0,3,0,0,0,1
Mrc1,1,2,4,7,0,1,0
Mrc2,5,2,0,2,0,0,0
Mre11a,837,887,858,884,833,788,862
Mreg,2,2,5,3,1,1,0
Mrfap1,1925,2030,1969,2134,1616,1431,1603
Mrgbp,1029,1009,858,902,912,829,990
Mrgpra2b,0,0,0,0,0,0,0
Mrgprb3,0,0,0,0,3,0,1
Mrgpre,559,510,487,460,340,334,377
Mri1,744,769,737,729,659,519,641
Mrip-ps,1,2,2,3,4,4,4
Mrln,0,0,1,1,0,0,1
Mrm1,369,414,365,351,273,216,312
Mro,0,0,0,0,0,2,0
Mroh1,2002,2113,1898,2148,2387,2108,2788
Mroh2a,2,1,0,2,1,4,0
Mroh3,0,0,1,0,1,0,0
Mroh5,0,0,0,0,0,0,0
Mroh6,3,4,9,2,13,7,15
Mroh7,10,3,1,2,2,2,1
Mroh8,2,2,0,0,0,2,5
Mrpl1,351,365,350,333,289,254,305
Mrpl10,1113,1258,1115,1144,867,729,969
Mrpl11,385,426,365,388,241,219,276
Mrpl12,545,769,652,607,419,334,404
Mrpl13,589,623,520,599,434,373,486
Mrpl14,211,261,243,233,162,137,159
Mrpl15,710,877,749,754,620,563,614
Mrpl16,366,368,370,347,240,190,267
Mrpl17,492,502,421,401,262,225,299
Mrpl18,677,788,661,736,477,420,537
Mrpl19,590,658,552,639,443,408,534
Mrpl2,483,468,448,489,336,260,313
Mrpl20,462,531,427,449,250,253,231
Mrpl21,415,547,419,439,327,270,401
Mrpl22,274,295,236,258,196,153,196
Mrpl23,115,119,108,112,125,94,93
Mrpl23-ps1,3,8,7,3,0,0,2
Mrpl24,2403,2561,2322,2491,2472,2276,2485
Mrpl27,260,269,241,233,182,141,200
Mrpl28,435,520,448,475,308,303,352
Mrpl3,937,899,780,793,738,666,825
Mrpl30,555,680,614,651,500,401,544
Mrpl32,387,460,395,453,299,299,345
Mrpl33,474,533,478,511,534,460,552
Mrpl34,285,358,281,318,179,142,174
Mrpl35,298,398,328,348,260,210,302
Mrpl36,476,549,392,390,279,225,310
Mrpl37,886,930,889,937,984,942,1103
Mrpl38,585,656,611,697,591,505,613
Mrpl39,551,641,554,627,536,466,565
Mrpl4,812,918,827,914,663,593,660
Mrpl40,457,581,437,475,349,290,409
Mrpl41,437,497,449,466,300,275,292
Mrpl42,497,527,484,474,369,311,380
Mrpl43,543,653,556,533,397,342,385
Mrpl44,458,568,487,551,338,274,356
Mrpl45,587,631,603,662,443,399,475
Mrpl46,394,457,367,354,268,232,270
Mrpl47,250,259,226,268,177,178,239
Mrpl48,324,363,309,290,189,197,243
Mrpl48-ps,1,2,2,2,1,1,1
Mrpl49,541,634,568,522,341,267,379
Mrpl50,438,501,442,472,309,267,363
Mrpl51,516,540,501,484,293,246,306
Mrpl52,1060,1264,1028,1079,738,599,780
Mrpl53,5,2,3,0,2,0,1
Mrpl54,390,460,399,352,249,206,292
Mrpl55,224,255,202,184,145,140,174
Mrpl57,388,464,342,370,236,197,238
Mrpl9,1141,1277,1077,1129,937,757,905
Mrps10,296,276,271,297,295,316,335
Mrps11,292,326,257,280,281,284,358
Mrps12,292,359,307,341,205,159,238
Mrps14,518,630,523,486,310,255,304
Mrps15,519,594,559,599,455,414,570
Mrps16,570,695,540,584,369,308,378
Mrps17,687,861,740,743,631,552,688
Mrps18a,451,522,480,464,490,378,457
Mrps18b,250,290,271,234,236,189,238
Mrps18c,253,286,256,235,178,157,167
Mrps2,572,630,625,530,552,407,550
Mrps21,355,430,402,406,254,271,294
Mrps22,240,245,183,216,166,138,173
Mrps23,886,1094,873,953,692,568,726
Mrps24,449,599,465,447,343,319,374
Mrps25,270,379,306,311,229,200,221
Mrps26,751,841,747,754,575,446,559
Mrps27,403,448,365,369,306,240,352
Mrps28,111,168,131,137,85,50,68
Mrps30,560,593,513,578,376,366,383
Mrps31,269,320,262,286,229,197,260
Mrps33,119,136,120,118,84,85,89
Mrps34,594,625,576,546,445,334,438
Mrps35,483,555,443,494,404,400,462
Mrps36,41,65,41,61,41,39,45
Mrps36-ps1,2,0,5,3,1,0,1
Mrps36-ps2,0,0,0,0,0,0,0
Mrps5,567,703,576,647,615,538,755
Mrps6,792,883,817,789,559,471,613
Mrps7,600,691,639,600,507,445,517
Mrps9,869,930,833,811,774,698,829
Mrrf,247,264,269,262,204,163,200
Mrs2,437,364,436,418,520,484,544
Mrto4,349,422,346,350,284,275,327
Mrvi1,3,12,8,8,11,13,6
Ms4a1,19,13,4,10,7,5,4
Ms4a14,0,0,0,0,0,0,0
Ms4a15,0,0,0,0,0,0,0
Ms4a2,0,1,0,0,0,0,0
Ms4a3,1,3,0,0,0,0,0
Ms4a4a,1,6,1,1,3,4,5
Ms4a4b,7794,11584,8277,10286,5752,6058,6266
Ms4a4c,312,364,205,268,91,132,163
Ms4a4d,35,38,32,28,27,24,25
Ms4a6b,11601,14421,11576,12462,8983,8720,9114
Ms4a6c,532,538,461,438,312,333,346
Ms4a6d,208,235,195,224,165,109,152
Ms4a7,0,0,0,0,0,0,0
Ms4a8a,5,6,0,1,2,3,1
Msantd1,18,25,24,47,46,53,67
Msantd2,429,422,389,429,503,484,538
Msantd3,0,1,0,0,0,0,0
Msantd4,867,971,887,898,653,534,751
Msc,12,1,12,13,10,1,2
Msgn1,1,2,1,0,0,1,1
Msh2,1221,1291,1225,1335,1173,1028,1325
Msh3,963,862,860,822,833,639,871
Msh4,0,0,0,0,1,0,0
Msh5,61,42,34,38,47,73,47
Msh6,2233,2125,2033,1989,1726,1473,1738
Msi1,1,1,0,1,0,0,1
Msi2,4332,3309,4181,3494,3674,3144,3820
Msl1,3566,3276,3498,3703,3603,3428,3779
Msl2,4389,4403,4395,4356,4083,3816,4453
Msl3,972,905,991,899,675,627,746
Msl3l2,456,512,436,400,454,363,403
Msln,0,0,0,0,0,0,0
Mslnl,2,2,1,2,5,4,0
Msmo1,447,452,412,463,280,293,348
Msmp,0,0,0,0,0,0,0
Msn,21924,24463,23532,23175,19180,17064,19678
Msr1,0,1,0,0,0,0,0
Msra,387,486,459,424,294,228,304
Msrb1,303,312,267,308,181,158,170
Msrb2,144,175,151,145,167,144,154
Msrb3,41,41,41,31,29,20,16
Mss51,55,42,39,39,64,63,96
Mst1,18,13,7,11,14,13,11
Mst1r,1,2,1,1,3,1,2
Mstn,18,13,18,13,12,8,12
Msto1,556,607,497,477,444,418,450
Msx1,0,0,0,0,0,0,0
Msx2,0,0,0,0,0,0,0
Msx3,0,0,0,0,0,0,0
Mt1,14,12,14,6,4,3,3
Mt2,2,5,3,4,1,1,3
Mt3,7,6,11,5,6,1,1
Mt4,0,0,0,0,0,0,0
Mta1,2263,2311,2195,2243,2158,2001,2215
Mta2,6955,7425,7056,7284,6191,5576,6156
Mta3,1586,1512,1509,1577,1495,1358,1477
Mtag2,0,0,0,0,1,0,1
Mtap,1087,1175,1064,1099,663,654,738
Mtap7d3,5,7,8,3,2,1,11
Mtbp,494,404,436,431,580,388,558
Mtch1,1372,1543,1335,1317,970,868,1055
Mtch2,1236,1285,1167,1192,981,887,1051
Mtcl1,0,0,0,2,2,3,3
Mtcp1,406,307,374,399,415,405,492
Mtdh,2454,2227,2319,2191,2192,2157,2195
Mterf1a,122,158,162,175,114,81,137
Mterf1b,60,74,54,68,52,38,63
Mterf2,208,219,161,184,167,154,205
Mterf3,795,868,839,795,855,841,937
Mterf4,254,281,250,281,246,172,191
Mtf1,858,736,813,870,775,721,789
Mtf2,1787,1645,1720,1629,1619,1546,1633
Mtfmt,554,528,515,546,614,601,696
Mtfp1,22,41,28,24,27,15,19
Mtfr1,626,722,640,617,559,491,566
Mtfr1l,1472,1585,1445,1412,1231,1016,1259
Mtfr2,23,9,5,5,7,6,23
Mtg1,257,243,167,209,190,153,214
Mtg2,742,857,783,780,903,714,853
Mthfd1,924,972,792,864,661,648,717
Mthfd1l,1112,1130,1091,1004,857,813,911
Mthfd2,1406,1461,1309,1338,1022,775,930
Mthfd2l,92,80,68,68,75,80,87
Mthfr,914,711,786,764,732,650,815
Mthfr-ps1,0,0,0,0,1,0,0
Mthfs,61,97,74,76,87,71,87
Mthfsd,597,578,505,543,471,393,565
Mthfsl,279,305,276,253,256,234,296
Mtif2,837,802,738,759,700,713,818
Mtif3,34,56,43,48,31,39,45
Mtl5,2,2,1,0,2,1,1
Mtm1,182,191,185,171,201,204,200
Mtmr1,1127,1100,1133,1111,1001,985,1113
Mtmr10,308,264,234,207,220,213,276
Mtmr11,135,94,133,93,119,111,151
Mtmr12,2211,2119,2113,1986,2312,2154,2347
Mtmr14,618,588,542,525,563,444,566
Mtmr2,1082,1014,1011,979,993,852,990
Mtmr3,4729,4304,4638,4343,4635,4013,4867
Mtmr4,1366,1486,1475,1617,1508,1178,1562
Mtmr6,1939,1867,1929,1946,1619,1477,1684
Mtmr7,227,254,317,330,213,165,240
Mtmr9,659,507,591,574,466,383,480
Mtnr1a,0,0,2,0,0,0,0
Mto1,361,354,373,358,328,284,368
Mtor,1692,1491,1614,1531,1536,1336,1680
Mtpap,822,863,745,776,771,725,893
Mtpn,2705,2928,2680,2638,2176,2062,2258
Mtr,838,753,785,807,814,701,813
Mtrf1,94,90,69,85,66,48,77
Mtrf1l,280,298,242,270,274,287,304
Mtrr,474,490,439,483,356,363,393
Mtss1,617,559,679,540,524,431,524
Mtss1l,38,47,73,41,96,59,84
Mttp,57,37,44,41,36,29,26
Mturn,1327,1048,1198,1162,1000,860,1095
Mtus1,7,12,13,15,1449,1363,1523
Mtus2,35,87,49,48,56,64,85
Mtx1,596,612,480,547,503,513,564
Mtx2,611,562,514,565,452,396,479
Mtx3,579,532,535,498,673,564,719
Muc1,39,30,29,32,39,21,43
Muc13,3,3,4,3,3,4,1
Muc15,0,0,0,0,0,0,0
Muc16,244,147,228,86,99,54,126
Muc2,1,1,1,0,3,0,2
Muc20,4,7,4,2,29,27,22
Muc3,0,0,0,0,1,0,0
Muc3a,45,32,41,35,46,52,25
Muc4,1,1,0,0,6,10,3
Muc5ac,2,2,5,5,0,0,2
Muc5b,0,0,0,1,0,0,0
Muc6,0,0,0,0,0,0,0
Mul1,594,590,539,526,399,343,411
Mum1,2096,2323,2117,2279,2604,2642,2803
Mum1l1,0,0,0,0,0,0,0
Mup-ps22,1,0,0,0,0,0,0
Mup6,0,0,0,0,0,0,1
Mus81,787,860,701,754,643,596,799
Mustn1,19,28,26,25,32,22,34
Mut,440,425,393,427,323,326,376
Mutyh,179,170,148,145,176,179,210
Mvb12a,584,724,645,709,552,431,542
Mvb12b,1161,1132,1019,1096,1027,1214,1336
Mvd,116,122,78,96,70,65,57
Mvk,174,173,154,154,128,128,136
Mvp,1350,1334,1296,1239,1106,879,1140
Mx1,440,491,323,433,312,277,351
Mx2,76,85,50,82,80,65,86
Mxd1,581,479,476,531,497,421,473
Mxd3,29,20,22,29,7,11,14
Mxd4,7194,7181,7761,8143,6075,6546,5639
Mxi1,564,642,676,616,497,388,537
Mxra7,0,0,1,1,2,0,0
Mxra8,49,41,26,14,20,21,21
Mxra8os,0,0,0,0,0,0,0
Myadm,97,110,115,65,63,76,73
Myadml2,0,0,2,0,1,0,0
Myadml2os,0,1,0,0,0,0,0
Myb,739,848,589,874,499,766,512
Mybbp1a,3147,3422,3178,2974,2664,2418,2720
Mybl1,25,22,21,24,21,24,24
Mybl2,46,41,34,29,38,28,35
Mybpc1,5,1,8,1,8,7,9
Mybpc2,1,0,0,0,1,0,1
Mybpc3,0,0,0,0,0,0,0
Mybph,2,2,8,6,7,2,4
Mybphl,0,0,0,0,0,0,0
Myc,479,557,450,500,492,499,440
Mycbp,73,92,77,68,101,90,65
Mycbp2,11914,9046,10643,10929,10629,10328,11942
Mycbpap,0,2,0,0,0,0,0
Mycl,8,3,6,5,7,4,11
Mycn,1,0,0,0,0,0,0
Myct1,0,0,0,0,0,0,0
Myd88,1550,1620,1474,1558,1069,882,1064
Mydgf,685,773,725,690,532,423,553
Myef2,706,605,658,609,888,726,895
Myeov2,428,590,452,503,329,297,371
Myg1,650,807,685,711,639,564,632
Myh1,0,0,0,0,0,0,0
Myh10,59,44,50,26,18,17,22
Myh11,4,4,3,3,0,4,5
Myh13,0,0,1,1,3,4,11
Myh14,0,0,0,0,0,0,1
Myh15,2,1,0,0,0,1,0
Myh3,428,336,495,416,325,258,437
Myh6,0,0,0,0,0,0,0
Myh7,0,0,0,0,1,0,0
Myh7b,0,1,0,1,0,0,3
Myh9,43162,43209,45187,45193,40034,36259,42286
Myl1,1,1,0,0,0,0,0
Myl10,4,3,4,2,3,0,2
Myl12a,4414,5274,4495,4613,3118,2713,3201
Myl12b,6208,8138,6858,6876,4805,4166,4869
Myl2,0,1,0,0,0,0,1
Myl3,0,0,0,0,0,0,0
Myl4,12,18,10,9,8,16,13
Myl6,5448,6992,5479,5881,3851,3267,3829
Myl6b,23,23,22,23,14,12,13
Myl7,1,0,1,1,0,0,1
Myl9,0,1,0,0,0,0,0
Mylip,1129,1203,1279,1285,1156,859,1003
Mylk,1,0,0,0,1,0,0
Mylk2,9,49,4,12,3,3,1
Mylk3,2,1,1,0,1,0,2
Mylk4,0,0,0,0,0,0,0
Mylpf,46,48,45,53,58,28,42
Mynn,917,891,809,797,767,769,859
Myo10,84,62,85,69,51,61,57
Myo15,0,0,0,1,2,2,2
Myo15b,3,1,1,0,1,2,0
Myo18a,3601,3542,3456,3750,3419,3259,3611
Myo18b,2,0,1,0,0,0,0
Myo19,185,195,169,206,240,242,227
Myo1a,3,0,9,7,4,9,2
Myo1b,20,11,12,16,8,9,10
Myo1c,1895,1719,1888,1737,1755,1446,1737
Myo1d,124,97,126,77,164,116,178
Myo1e,1498,1117,1259,1051,1128,1239,1498
Myo1f,2415,2885,2694,2583,2156,1852,2088
Myo1g,4718,5574,4908,5172,5182,5171,5468
Myo1h,1018,696,826,859,1093,887,1349
Myo3b,1000,820,1058,614,635,600,619
Myo5a,1117,872,1108,933,1112,912,1078
Myo5b,1,0,0,0,0,0,0
Myo5c,5,4,7,6,5,3,8
Myo6,44,56,40,43,45,60,56
Myo7a,326,267,250,212,323,344,376
Myo7b,1,0,1,0,0,0,0
Myo9a,539,495,485,487,499,464,559
Myo9b,5275,5219,5284,5620,7324,6742,7510
Myoc,0,0,1,0,0,1,2
Myocd,0,0,0,0,0,0,0
Myod1,0,4,0,0,0,0,1
Myof,3,2,0,2,0,0,0
Myom1,5,4,3,6,15,8,8
Myom2,0,0,0,1,0,2,0
Myom3,2,0,0,0,0,0,1
Myoz1,0,0,0,0,0,0,0
Mypn,5,0,0,1,1,1,0
Mypop,131,104,112,106,135,113,169
Mypopos,86,88,103,114,152,138,155
Myrf,0,0,0,1,0,0,0
Myrfl,0,0,1,1,1,0,0
Myrip,0,0,0,0,0,0,0
Mysm1,1698,1401,1607,1553,2139,2124,2358
Myt1,0,1,1,0,2,0,1
Myzap,0,0,0,0,0,1,1
Mzb1,14,13,8,5,3,1,4
Mzf1,9,6,9,13,15,18,16
Mzt1,735,789,741,697,647,646,710
Mzt2,137,138,144,140,81,83,80
N28178,2,0,0,2,1,1,0
N4bp1,2257,2146,2300,2098,2130,1698,2113
N4bp2,1063,718,740,835,941,837,1005
N4bp2l1,1373,1352,1311,1454,1680,1430,1693
N4bp2l2,2619,2570,2490,2413,2501,2378,2732
N4bp2os,20,15,8,17,8,5,12
N4bp3,178,140,147,116,109,132,150
N6amt1,314,279,271,236,205,202,263
N6amt2,319,384,287,309,182,156,221
NCBP2-AS2,90,125,88,93,60,50,61
Naa10,893,1113,933,1015,849,734,963
Naa11,1,0,0,0,0,0,0
Naa15,2502,2429,2360,2385,2098,2108,2311
Naa16,823,747,824,835,1063,898,993
Naa20,706,724,695,741,729,529,691
Naa25,951,1032,919,904,796,823,869
Naa30,1544,1548,1454,1550,1414,1294,1371
