gene_name,TC1-Tfh,TC2-Tfh,TC4-Tfh,TC1-Tn,TC2-Tn,TC4-Tn
Cadm4,1,0,0,3,2,5
Cadps,3,4,1,0,0,0
Cadps2,0,1,0,0,0,0
Cage1,31,14,24,21,23,13
Calb2,1,0,0,0,0,0
Calca,4,0,1,0,0,0
Calcb,0,0,0,0,0,0
Calcoco1,1843,1580,1950,1118,916,1279
Calcr,5,1,2,0,0,0
Calcrl,245,283,335,783,762,930
Cald1,0,0,0,0,0,0
Calhm1,0,0,0,0,0,0
Calhm2,501,468,464,136,105,145
Calm1,8218,6829,8431,10125,8836,9304
Calm2,3372,2894,3241,2494,2301,2382
Calm3,3563,3011,3417,2975,2517,2696
Calml4,0,0,0,0,0,0
Calr,9417,8202,10110,8760,7329,8508
Calr-ps,2,1,3,1,0,0
Calr3,5,3,15,1,2,2
Calu,1883,1708,2021,2016,1780,1925
Caly,1,0,0,0,0,0
Camk1,47,36,58,0,1,4
Camk1d,656,706,820,1463,1161,1367
Camk1g,0,0,0,0,0,0
Camk2a,49,77,72,13,14,13
Camk2b,66,45,71,45,30,30
Camk2d,3511,2927,3865,1364,1153,1296
Camk2g,1005,978,1080,1206,1204,1371
Camk2n1,100,128,137,46,25,37
Camk2n2,27,13,17,2,0,3
Camk4,2139,2415,2416,2616,2777,3236
Camkk1,234,217,190,193,170,181
Camkk2,281,330,330,668,654,737
Camkmt,74,73,71,29,22,25
Camkv,0,0,1,0,0,0
Caml,325,386,357,323,327,336
Camp,0,0,0,0,0,0
Camsap1,1185,994,1287,831,763,829
Camsap2,978,729,877,1562,1395,1411
Camsap3,15,23,10,1,1,2
Camta1,179,174,225,203,201,235
Camta2,2335,2246,2579,2034,1968,2114
Cand1,2930,2579,3087,2689,2375,2766
Cand2,791,543,849,410,341,423
Cant1,2506,2294,2617,2829,2374,2734
Canx,4476,3954,4675,4580,3839,4392
Cap1,11974,10571,11914,12814,10690,12000
Cap2,41,39,82,41,43,62
Capg,2934,2036,2755,341,251,371
Capn1,4009,3682,4121,4476,3911,4110
Capn10,269,249,285,217,219,241
Capn11,0,271,5,1,205,3
Capn12,1,0,0,0,0,0
Capn13,14,3,6,0,0,0
Capn15,1093,1029,1197,1128,988,1178
Capn2,1917,1934,1953,1869,1579,1771
Capn3,132,525,299,57,41,36
Capn5,298,186,341,4,11,14
Capn6,1,1,0,0,0,0
Capn7,1861,1786,2011,1892,1742,1913
Capn8,0,0,0,0,0,0
Capn9,0,0,0,0,0,0
Capns1,4560,3864,4637,3175,2759,2933
Capns2,0,0,0,0,0,0
Caprin1,5934,5482,5979,7025,6256,6960
Caprin2,158,158,182,228,188,192
Caps2,44,47,33,1,0,0
Capsl,32,23,37,2,5,2
Capza1,1758,1796,1945,2054,1775,2005
Capza2,2739,2593,2942,2638,2277,2516
Capzb,5056,4404,5010,5312,4418,4876
Car1,0,1,0,0,1,0
Car11,84,87,79,71,83,66
Car12,32,45,17,102,122,117
Car13,3,2,2,1,0,1
Car14,0,0,0,0,0,0
Car15,8,10,9,20,27,32
Car2,16,21,21,45,39,56
Car3,0,0,0,0,0,0
Car5a,0,0,0,0,0,0
Car5b,162,137,159,1,0,1
Car7,29,31,41,34,39,32
Car8,0,1,0,0,0,1
Car9,5,7,9,5,5,3
Card10,123,95,100,5,11,5
Card11,4007,3269,3698,5091,4660,5295
Card14,0,0,0,0,0,0
Card6,2800,2080,2550,4159,3171,4041
Card9,7,12,4,108,128,130
Carf,275,239,366,232,223,298
Carhsp1,402,304,417,102,99,106
Carkd,505,427,526,538,438,549
Carlr,0,1,0,0,0,0
Carm1,1277,1171,1251,1146,1044,1203
Carns1,1125,1191,1052,1997,1945,1902
Cars,461,398,496,918,765,802
Cars2,605,623,679,791,720,759
Casc1,26,16,29,14,13,19
Casc3,2560,2465,2700,3524,3272,3358
Casc4,287,225,309,143,114,132
Casc5,34,19,34,24,9,9
Casd1,1169,1064,1201,1081,996,1110
Cask,247,141,202,55,49,81
Caskin1,0,3,0,0,1,0
Caskin2,369,397,437,21,16,22
Casp1,2303,2058,2604,153,103,95
Casp12,3,1,0,0,0,0
Casp16,0,4,2,2,0,1
Casp2,1903,1854,2103,2278,1980,2119
Casp3,965,821,1111,167,137,188
Casp4,2330,1861,2527,87,66,79
Casp6,269,269,281,390,359,385
Casp7,634,567,691,282,252,248
Casp8,2408,2344,2552,3742,3246,3524
Casp8ap2,1271,1121,1345,1413,1287,1415
Casp9,431,399,520,475,356,476
Casq1,0,0,0,0,0,1
Casr,0,0,0,0,0,0
Cass4,398,344,436,4,3,2
Cast,2739,2623,3036,4182,3650,3965
Casz1,318,256,311,145,132,159
Cat,1106,1159,1139,1556,1445,1505
Catip,1,0,0,1,0,1
Catsper2,46,74,107,61,71,80
Catsper3,1,0,0,2,0,2
Catsper4,0,0,0,0,0,0
Catsperd,183,174,131,47,38,42
Catsperg1,84,69,84,11,11,8
Catsperg2,11,7,10,5,3,2
Cav1,0,0,0,0,0,0
Cav2,23,31,18,1,0,1
Cbfa2t2,764,715,878,713,570,695
Cbfa2t2-ps1,1,0,3,0,1,2
Cbfa2t3,246,157,264,2,0,1
Cbfb,3217,3139,3135,3491,2975,3287
Cbl,3264,3245,3257,4469,4275,4820
Cblb,3310,2768,3453,3681,3169,3653
Cblc,0,0,1,0,0,0
Cbll1,711,657,745,731,608,765
Cbln1,0,0,0,0,0,0
Cbln3,4,5,7,3,0,1
Cbln4,0,0,0,0,0,0
Cbr1,655,567,607,978,858,931
Cbr2,0,0,0,0,0,0
Cbr3,0,0,0,0,0,0
Cbr4,183,134,253,98,87,122
Cbs,0,0,0,0,0,0
Cbwd1,111,131,134,149,123,156
Cbx1,1161,1174,1239,1299,1164,1294
Cbx2,172,160,173,368,347,332
Cbx3,404,387,410,469,406,442
Cbx3-ps3,1,0,0,0,0,1
Cbx4,1800,1721,1576,3461,3158,3196
Cbx5,2111,2049,2284,2055,1902,2165
Cbx6,5188,4110,5422,1182,940,1137
Cbx7,9342,7396,9351,7804,6143,6958
Cbx8,180,181,229,302,260,340
Cby1,142,109,125,87,92,90
Cby3,0,0,0,0,0,0
Cc2d1a,1549,1363,1597,1317,1126,1297
Cc2d1b,2127,2080,2411,2461,2196,2510
Cc2d2a,215,156,193,1,0,1
Ccar1,2529,2395,2661,2598,2477,2758
Ccar2,2775,2423,2994,2595,2265,2689
Ccbl1,151,138,161,308,268,342
Ccbl2,33,37,42,46,40,58
Ccdc101,316,300,291,550,547,580
Ccdc102a,4,4,5,36,37,46
Ccdc103,1,0,2,0,0,0
Ccdc106,0,2,1,0,1,2
Ccdc107,239,220,241,296,251,283
Ccdc108,0,0,0,0,0,1
Ccdc109b,218,169,202,67,51,39
Ccdc112,81,45,63,14,18,8
Ccdc114,20,10,20,53,50,67
Ccdc115,465,367,448,605,511,531
Ccdc116,33,25,24,39,34,42
Ccdc117,939,892,923,996,895,864
Ccdc12,541,443,543,609,497,571
Ccdc120,127,98,145,1,0,0
Ccdc122,18,23,26,2,3,2
Ccdc124,379,325,381,474,418,463
Ccdc125,872,823,954,603,565,612
Ccdc126,463,353,471,312,230,275
Ccdc127,652,566,714,784,642,814
Ccdc13,0,1,0,2,3,0
Ccdc130,477,375,482,494,428,535
Ccdc132,420,380,481,437,418,513
Ccdc134,555,496,593,695,607,674
Ccdc136,136,92,115,1,4,2
Ccdc137,664,662,828,888,745,878
Ccdc138,21,29,37,29,33,35
Ccdc14,138,164,174,156,134,185
Ccdc141,440,368,455,37,35,23
Ccdc142,642,556,535,761,653,773
Ccdc142os,17,19,30,10,12,20
Ccdc146,0,1,3,0,0,0
Ccdc148,14,27,37,7,1,5
Ccdc149,0,0,0,0,1,0
Ccdc15,132,158,199,186,184,202
Ccdc150,1,6,5,4,1,4
Ccdc151,0,0,0,0,0,0
Ccdc152,0,0,0,0,0,0
Ccdc153,0,0,0,0,0,0
Ccdc154,3,1,2,3,10,8
Ccdc155,5,4,2,0,0,0
Ccdc157,474,364,429,107,79,115
Ccdc158,9,7,7,3,3,1
Ccdc159,8,7,17,0,0,0
Ccdc160,0,0,0,0,0,0
Ccdc162,5,3,0,21,16,11
Ccdc163,137,124,174,39,37,50
Ccdc166,166,148,190,247,177,229
Ccdc167,324,279,387,331,299,409
Ccdc169,3,1,2,2,1,1
Ccdc17,98,85,121,59,44,47
Ccdc170,2,2,5,12,5,12
Ccdc171,408,351,385,343,348,310
Ccdc173,91,89,92,65,39,74
Ccdc174,528,492,608,634,584,642
Ccdc175,0,0,0,1,0,0
Ccdc176,18,13,19,44,41,35
Ccdc177,0,0,0,0,0,0
Ccdc18,13,16,11,15,10,13
Ccdc181,185,169,231,86,73,80
Ccdc183,0,0,0,0,0,0
Ccdc184,0,1,2,0,0,0
Ccdc185,1,0,0,0,0,0
Ccdc186,927,780,971,929,833,845
Ccdc22,22,16,34,50,57,50
Ccdc23,178,166,179,183,166,216
Ccdc24,0,0,0,0,0,0
Ccdc25,477,441,489,446,430,527
Ccdc28a,459,385,469,262,211,268
Ccdc28b,1056,824,1223,101,86,94
Ccdc3,0,1,0,0,0,0
Ccdc30,30,16,30,149,102,137
Ccdc32,275,278,298,245,268,319
Ccdc33,1,0,0,0,0,0
Ccdc34,96,109,121,92,99,100
Ccdc36,0,0,1,0,0,0
Ccdc37,0,0,0,0,0,0
Ccdc38,37,59,41,6,5,7
Ccdc39,0,0,1,0,0,0
Ccdc40,29,23,52,8,6,11
Ccdc42b,0,0,0,1,0,1
Ccdc43,434,409,484,487,382,421
Ccdc47,1715,1664,1830,2060,1777,1900
Ccdc50,4052,3730,4500,845,722,752
Ccdc50-ps,23,11,23,7,7,6
Ccdc51,215,182,255,279,187,251
Ccdc53,408,396,479,769,652,719
Ccdc55,726,606,705,647,604,738
Ccdc57,17,12,34,5,3,2
Ccdc58,149,128,152,183,147,172
Ccdc59,988,908,1081,1042,944,1053
Ccdc6,1590,1438,1582,1871,1519,1843
Ccdc60,0,0,0,0,0,0
Ccdc61,141,139,176,117,110,141
Ccdc62,115,109,149,117,104,111
Ccdc63,8,7,16,0,0,1
Ccdc64,1994,1588,1801,2492,2116,2519
Ccdc64b,0,0,0,0,0,0
Ccdc65,0,0,0,0,0,0
Ccdc66,842,773,857,586,563,627
Ccdc67,2,1,2,0,0,0
Ccdc68,0,0,0,0,0,0
Ccdc69,647,767,775,590,541,559
Ccdc71,746,680,775,961,705,832
Ccdc71l,419,459,490,609,533,635
Ccdc73,3,2,3,7,7,4
Ccdc74a,27,15,29,1,0,0
Ccdc77,392,342,392,445,440,482
Ccdc78,0,2,1,0,1,1
Ccdc79,2,3,5,2,0,3
Ccdc8,0,0,1,0,1,0
Ccdc80,190,123,246,0,1,1
Ccdc81,0,1,0,0,0,0
Ccdc82,1018,915,1098,1006,1008,1127
Ccdc83,0,0,0,0,0,0
Ccdc84,461,381,454,403,412,435
Ccdc85b,218,198,223,308,262,311
Ccdc85c,7,4,3,6,8,8
Ccdc86,263,178,307,366,338,309
Ccdc87,2,2,0,2,4,4
Ccdc88a,261,242,320,65,58,76
Ccdc88b,5277,4952,5572,6025,5411,6022
Ccdc88c,4367,4494,4299,7899,7369,7812
Ccdc89,0,0,1,0,0,1
Ccdc9,1697,1403,1734,1747,1652,1920
Ccdc90b,150,124,158,137,107,144
Ccdc91,413,323,428,381,302,382
Ccdc92,572,509,558,273,218,224
Ccdc93,1327,1252,1347,1757,1570,1717
Ccdc94,284,256,301,392,372,333
Ccdc96,2,0,1,3,4,5
Ccdc97,2402,1973,2221,2389,2049,2346
Cchcr1,535,550,659,173,161,225
Ccin,2,0,1,2,7,6
Cckar,0,0,0,0,0,0
Ccl1,10,26,9,0,0,0
Ccl17,0,0,0,0,0,0
Ccl2,0,0,0,0,0,0
Ccl20,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0
Ccl22,0,1,0,0,0,0
Ccl24,0,0,0,0,0,0
Ccl25,76,60,94,83,75,66
Ccl27a,25,20,26,30,18,28
Ccl28,13,7,5,8,5,5
Ccl3,20,17,2,8,0,0
Ccl4,24,19,3,7,3,4
Ccl5,393,275,99,142,29,69
Ccl6,0,1,0,0,0,0
Ccl9,0,0,0,0,0,0
Ccm2,3548,3154,3723,4423,3983,4617
Ccm2l,0,0,0,0,0,0
Ccna2,22,28,44,1,8,12
Ccnb1,29,22,32,8,6,9
Ccnb1ip1,0,0,0,0,0,0
Ccnb2,34,50,44,16,8,17
Ccnb2-ps,0,1,0,1,0,0
Ccnb3,0,0,0,0,0,0
Ccnc,531,542,546,521,403,493
Ccnd1,1,0,0,0,1,0
Ccnd2,6458,7660,7170,11976,10580,9886
Ccnd3,2679,2187,2924,3337,3110,3283
Ccnd3-ps,1,1,0,1,0,7
Ccndbp1,1652,1496,1834,1499,1333,1563
Ccne1,163,118,183,96,87,94
Ccne2,41,40,34,12,10,9
Ccnf,32,49,57,47,45,31
Ccng1,3193,3045,3174,3340,2767,3212
Ccng2,1564,1422,1541,1524,1352,1476
Ccnh,428,425,434,464,386,450
Ccni,3233,2721,3374,3244,2413,3122
Ccnj,229,190,207,281,255,274
Ccnjl,0,0,0,7,8,9
Ccnk,1535,1503,1645,1732,1551,1840
Ccnl1,5219,5169,5389,6575,6201,6722
Ccnl2,7180,6988,7509,7525,7912,8114
Ccno,2,3,0,4,7,7
Ccnt1,2117,1846,2264,2544,2307,2574
Ccnt2,3601,3230,3586,3285,3099,3546
Ccny,1881,1705,1926,2242,1822,2011
Ccnyl1,113,89,85,144,107,87
Ccp110,527,460,545,346,327,337
Ccpg1,158,154,191,146,134,174
Ccpg1os,55,39,68,35,18,47
Ccr1,0,0,0,0,0,0
Ccr10,0,0,0,0,0,0
Ccr1l1,0,0,0,0,0,0
Ccr2,50,21,20,25,11,19
Ccr3,2,9,2,2,0,1
Ccr4,704,637,731,32,19,23
Ccr5,160,100,75,32,8,11
Ccr6,192,336,189,1,3,3
Ccr7,996,976,1089,11197,9719,9258
Ccr8,799,706,647,6,5,5
Ccr9,16,26,9,97,85,90
Ccrl2,180,167,134,8,7,4
Ccrn4l,688,503,956,449,432,486
Ccs,528,522,470,823,685,856
Ccsap,292,273,283,236,270,309
Ccser1,16,6,24,0,0,0
Ccser2,2396,1988,2412,2093,1777,2025
Cct2,3571,3277,3537,5553,4768,5154
Cct3,3085,2797,2862,3652,3368,3135
Cct3-ps1,0,1,1,0,0,0
Cct4,2820,2533,2881,3797,3246,3518
Cct5,3195,2814,2990,4839,4251,4660
Cct6a,1832,1739,1794,3043,2594,2522
Cct6b,7,4,6,8,5,4
Cct7,2832,2470,2754,3703,3109,3343
Cct8,3186,2931,3289,4348,3920,4057
Cct8l1,0,0,0,0,0,0
Ccz1,893,822,975,782,719,781
Cd101,685,513,724,300,224,305
Cd109,160,171,316,0,0,0
Cd14,1,0,0,0,0,0
Cd151,259,280,273,194,207,207
Cd160,216,326,264,29,35,35
Cd163,0,0,0,2,1,8
Cd163l1,0,0,0,1,2,2
Cd164,5861,5921,5995,7429,6550,6930
Cd164l2,0,0,0,2,0,0
Cd177,1,0,0,33,28,38
Cd180,2,2,5,1,0,1
Cd19,2,2,1,1,0,4
Cd1d1,877,844,886,843,714,915
Cd1d2,25,20,28,18,21,36
Cd2,9157,7396,9140,5980,5319,5943
Cd200,2167,1999,2482,198,185,301
Cd200r1,540,777,603,433,407,449
Cd200r2,1,3,0,1,1,0
Cd200r3,3,4,2,89,92,124
Cd200r4,30,59,36,110,115,142
Cd209a,0,0,0,0,0,0
Cd209c,0,0,0,0,0,0
Cd209d,0,0,0,0,0,0
Cd209e,0,0,0,0,0,0
Cd22,867,1257,865,8,2,4
Cd226,597,996,744,894,874,1010
Cd244,27,17,11,19,12,36
Cd247,8500,7711,9063,9902,8542,9621
Cd248,0,0,0,0,0,0
Cd24a,10,32,7,12,17,16
Cd27,8512,7118,8463,6142,5507,6504
Cd274,2517,2197,2333,1204,1002,1190
Cd276,0,0,0,0,0,0
Cd28,11593,10184,11994,8127,6961,8360
Cd2ap,1320,1347,1577,2661,2354,2669
Cd2bp2,2176,2011,2328,2179,1814,2134
Cd300a,0,1,1,0,0,0
Cd300c,0,0,0,0,0,0
Cd300e,1,0,0,0,0,0
Cd300lb,7,5,11,0,0,0
Cd300ld,0,0,0,0,0,0
Cd300lf,6,16,10,0,0,0
Cd300lg,0,0,0,0,0,0
Cd300lh,0,0,0,0,0,0
Cd302,0,0,0,0,0,0
Cd320,117,84,116,72,69,78
Cd33,1,1,0,0,0,0
Cd34,0,0,1,0,1,0
Cd36,0,0,0,0,0,0
Cd37,5939,5672,5876,6476,5642,6594
Cd38,678,679,725,3,8,16
Cd3d,7092,5600,7019,6595,5217,6050
Cd3e,13300,10797,14005,9418,8022,8713
Cd3eap,129,104,117,226,176,207
Cd3g,12027,9260,11869,9152,7241,8801
Cd4,27524,26018,29264,21861,19643,21197
Cd40,32,33,27,0,0,0
Cd40lg,2446,2251,2262,2482,2232,1789
Cd44,5934,5741,6815,324,348,331
Cd46,119,134,131,192,183,254
Cd47,1632,1362,1743,4306,3550,4039
Cd48,1263,1260,1416,1665,1457,1681
Cd5,9995,9694,10611,10150,8793,10522
Cd52,7454,8307,8729,11735,9404,11658
Cd53,12555,10309,12709,16519,13887,15795
Cd55,98,128,117,1931,1881,2022
Cd59a,1,0,1,0,0,0
Cd59b,0,0,0,0,0,3
Cd5l,2,0,0,0,0,0
Cd6,9250,8912,9979,10102,9047,10391
Cd63,0,0,0,0,0,0
Cd63-ps,0,0,0,0,0,0
Cd68,111,67,67,152,138,65
Cd69,3316,2827,1777,3599,3260,1456
Cd7,66,73,72,238,250,325
Cd70,5,6,7,0,0,0
Cd72,177,245,188,808,773,719
Cd74,1524,1161,1355,72,45,43
Cd79a,10,3,8,3,7,14
Cd79b,96,127,116,10,5,13
Cd80,152,143,187,3,1,3
Cd81,1741,1119,1366,309,178,226
Cd82,15166,12720,16349,3481,2884,3236
Cd83,2638,3008,3590,35,27,32
Cd84,5759,5338,6553,4477,3923,4726
Cd86,85,214,107,36,43,37
Cd8a,0,0,0,2,3,2
Cd8b1,124,94,138,169,193,234
Cd9,1435,1331,1415,1154,956,1105
Cd9-ps,1,2,4,0,1,0
Cd93,2,1,0,2,1,0
Cd96,1607,1995,1585,2856,2259,2862
Cd99l2,871,800,973,272,248,305
Cda,0,0,0,0,0,0
Cdadc1,420,363,469,456,367,445
Cdan1,1200,990,1048,1157,1006,1040
Cdc123,929,837,984,946,831,911
Cdc14a,966,963,1188,427,395,370
Cdc14b,307,236,361,401,337,407
Cdc16,893,734,866,872,768,874
Cdc20,87,88,91,120,83,118
Cdc20b,0,0,1,0,0,0
Cdc23,1553,1449,1824,1267,1119,1429
Cdc25a,434,414,451,539,485,537
Cdc25b,6287,3578,5772,1663,1349,1492
Cdc25c,6,3,4,1,0,1
Cdc26,406,325,407,360,349,365
Cdc27,1248,1223,1371,1496,1446,1658
Cdc34,652,501,651,762,659,673
Cdc34-ps,0,1,1,0,0,1
Cdc37,2774,2424,2812,3936,3571,3910
Cdc37l1,625,620,717,678,663,781
Cdc40,1122,1033,1239,1505,1371,1439
Cdc42,8043,7448,8103,9144,7702,8362
Cdc42bpa,75,59,84,34,38,44
Cdc42bpb,56,43,65,12,7,12
Cdc42bpg,303,321,359,219,225,216
Cdc42ep1,0,0,0,0,1,0
Cdc42ep2,4,2,2,1,0,1
Cdc42ep3,748,744,802,557,520,495
Cdc42ep4,88,74,71,85,76,87
Cdc42ep5,0,0,0,0,0,0
Cdc42se1,4722,4099,4844,7368,5700,6714
Cdc42se2,5398,4977,5562,5078,4179,4653
Cdc45,59,78,78,43,45,44
Cdc5l,1389,1287,1368,1561,1392,1579
Cdc6,24,23,35,9,11,14
Cdc7,422,442,602,649,700,696
Cdc73,1558,1509,1578,1614,1506,1603
Cdca2,31,47,50,35,31,26
Cdca3,41,37,61,41,45,56
Cdca4,1140,991,1211,1237,1110,1214
Cdca5,19,17,16,7,6,6
Cdca7,291,326,337,208,160,195
Cdca7l,545,507,622,568,507,674
Cdca8,78,38,89,22,25,33
Cdcp1,240,254,210,7,5,11
Cdcp2,2,0,0,0,0,0
Cdh1,3,5,5,1,3,5
Cdh10,0,0,0,0,0,0
Cdh11,14,17,15,16,21,22
Cdh13,5,14,4,4,7,8
Cdh15,10,3,7,1,2,1
Cdh16,0,0,0,2,0,0
Cdh17,5,3,10,0,0,0
Cdh19,0,0,0,0,0,0
Cdh2,0,0,0,0,0,0
Cdh20,1,1,1,0,0,0
Cdh22,0,0,0,0,0,0
Cdh23,1176,470,1238,15,18,30
Cdh24,799,775,952,745,708,788
Cdh3,2,8,7,0,0,0
Cdh5,0,0,0,2,1,3
Cdhr1,0,0,1,0,3,6
Cdhr2,0,0,0,0,0,0
Cdhr3,2,2,2,0,1,2
Cdhr4,3,4,4,13,15,19
Cdhr5,0,0,0,0,0,0
Cdip1,1145,813,1199,974,815,998
Cdipt,2291,1881,2123,3226,2722,3035
Cdk1,25,35,32,9,3,10
Cdk10,666,552,636,582,477,527
Cdk11b,3072,2808,3117,3968,3830,4257
Cdk12,2248,2290,2499,3129,2831,3394
Cdk13,3798,3525,3768,4395,3802,4343
Cdk14,2,2,1,0,0,0
Cdk16,1508,1364,1597,2154,1934,2167
Cdk17,3976,3955,4217,3112,2911,3137
Cdk18,0,0,0,0,0,0
Cdk19,1786,1619,1862,2184,1919,2089
Cdk19os,0,0,0,1,0,2
Cdk2,686,649,645,1082,1023,1003
Cdk20,58,61,66,137,127,145
Cdk2ap1,313,271,331,216,184,242
Cdk2ap2,3841,2811,3787,2933,2274,2624
Cdk3-ps,10,17,15,35,29,44
Cdk4,1440,1251,1479,1575,1290,1383
Cdk5,877,736,891,808,708,821
Cdk5r1,1038,653,1139,70,62,58
Cdk5r2,0,0,0,0,1,0
Cdk5rap1,181,172,273,243,226,296
Cdk5rap2,1238,1186,1457,1307,1207,1530
Cdk5rap3,1004,850,1015,1101,988,1162
Cdk6,1948,1630,2042,456,418,412
Cdk7,714,610,768,727,614,709
Cdk8,1086,1020,1046,964,941,886
Cdk9,1982,1595,1977,1582,1444,1551
Cdkal1,318,288,383,370,333,376
Cdkl1,0,0,0,0,0,0
Cdkl2,34,33,37,23,19,14
Cdkl3,71,61,79,48,33,49
Cdkl4,18,13,21,16,23,34
Cdkl5,24,33,31,61,67,72
Cdkn1a,43,14,16,2,1,2
Cdkn1b,6548,6080,6293,6672,5950,5806
Cdkn1c,19,14,18,28,16,14
Cdkn2a,5,2,3,0,0,0
Cdkn2aip,707,614,818,880,711,921
Cdkn2aipnl,1670,1347,1592,1595,1285,1498
Cdkn2b,33,21,44,2,0,0
Cdkn2c,211,137,192,6,5,6
Cdkn2d,410,341,430,1350,1059,1298
Cdkn3,5,7,5,0,0,4
Cdnf,20,11,17,23,10,20
Cdo1,36,45,37,40,52,47
Cdon,1159,1180,1211,1270,1152,1228
Cdpf1,249,189,227,368,290,303
Cdr2,163,157,196,350,369,411
Cdr2l,0,2,0,30,23,20
Cdrt4,0,0,0,0,0,0
Cds1,0,0,0,0,0,0
Cds2,6842,6173,7105,6883,6421,6862
Cdt1,728,580,665,938,948,885
Cdv3,1008,936,974,1406,1142,1235
Cdx2,0,0,0,0,0,0
Cdyl,341,320,308,390,358,372
Cdyl2,492,471,636,770,691,811
Ceacam1,0,1,0,1,0,1
Ceacam10,0,0,0,0,0,0
Ceacam15,0,0,0,0,0,0
Ceacam16,34,21,24,9,8,11
Ceacam18,0,0,0,0,0,0
Ceacam19,0,0,0,0,0,0
Ceacam2,0,1,0,0,0,1
Ceacam20,0,0,1,0,0,0
Ceacam3,0,0,0,0,0,0
Ceacam5,0,0,0,0,0,0
Cebpa,1380,927,1228,4,3,2
Cebpb,389,350,249,190,148,95
Cebpd,68,19,52,1,0,0
Cebpe,0,0,0,0,0,0
Cebpg,879,727,1044,764,640,849
Cebpz,1695,1501,1795,2291,1996,2119
Cebpzos,151,150,180,122,95,117
Cecr2,7,1,7,0,0,2
Cecr5,2074,1838,2024,2692,2499,2884
Cecr6,6,14,10,4,11,18
Cel,0,0,0,0,1,0
Cela1,133,117,132,5,1,1
Cela2a,0,0,0,0,0,0
Cela3b,0,0,0,0,0,0
Celf1,6073,5713,6325,8036,7337,8261
Celf2,6871,6973,7394,5139,4670,5302
Celf3,230,107,165,2,0,1
Celf4,4,3,1,2,3,3
Celf5,164,81,128,4,2,3
Celf6,0,0,0,0,0,0
Celsr1,3832,3428,3995,2575,2262,2253
Celsr2,195,224,262,303,321,366
Celsr3,0,0,0,0,0,1
Cemip,39,20,41,1,0,0
Cend1,26,28,37,0,0,0
Cenpa,1093,1053,1135,948,878,993
Cenpb,1690,1079,1510,842,671,839
Cenpc1,503,407,580,380,352,462
Cenpe,93,90,103,21,21,40
Cenpf,45,50,30,4,3,10
Cenph,35,11,29,5,8,4
Cenpi,15,17,19,16,17,14
Cenpj,244,238,279,689,608,673
Cenpk,7,6,12,6,3,3
Cenpl,186,157,208,166,147,151
Cenpm,7,12,11,5,5,5
Cenpn,35,29,41,22,20,37
Cenpo,448,389,541,351,388,452
Cenpp,9,6,7,2,8,7
Cenpq,370,354,455,434,381,467
Cenpt,231,262,279,463,415,442
Cenpu,59,51,72,24,25,58
Cenpv,23,43,22,21,14,17
Cenpw,12,14,13,13,21,13
Cep104,682,565,721,634,571,662
Cep112,181,143,139,1,1,0
Cep112os1,4,1,7,0,0,0
Cep112os2,3,2,3,0,0,0
Cep120,1881,1618,1970,1891,1596,1951
Cep126,1,3,1,1,2,0
Cep128,198,159,182,149,140,168
Cep131,191,171,223,150,119,175
Cep135,1061,942,1164,873,844,964
Cep152,548,531,603,792,697,831
Cep162,703,648,904,498,456,534
Cep164,813,732,838,1079,973,1081
Cep170,828,749,838,575,522,575
Cep170b,904,757,886,305,286,292
Cep19,450,360,489,216,209,246
Cep192,2171,2038,2260,2228,2003,2329
Cep250,3617,3590,3919,2574,2456,2800
Cep290,343,310,412,59,48,74
Cep295,1165,1071,1271,1602,1346,1705
Cep350,3407,2976,3453,4822,4357,5276
Cep41,386,398,485,308,252,324
Cep44,252,224,286,251,224,286
Cep55,32,37,37,16,15,12
Cep57,798,852,954,821,776,824
Cep57l1,200,174,218,371,358,441
Cep63,796,686,879,833,734,892
Cep68,897,799,906,1631,1367,1545
Cep70,219,228,280,220,159,194
Cep72,69,56,104,98,98,112
Cep76,163,144,153,216,199,208
Cep78,148,124,155,154,112,147
Cep83,523,480,584,558,500,599
Cep83os,270,211,293,165,125,204
Cep85,572,549,727,618,697,820
Cep85l,274,315,344,117,104,106
Cep89,267,243,306,146,128,162
Cep95,954,972,1108,1188,1189,1377
Cep97,1362,1337,1499,2759,2451,3119
Cept1,2089,1682,2046,1516,1269,1334
Cer1,0,0,0,0,0,0
Cercam,28,14,21,19,15,8
Cerk,1255,912,1107,844,708,846
Cerkl,168,120,170,63,57,70
Cers1,0,0,0,0,1,1
Cers2,3395,2950,3466,3496,3074,3199
Cers3,0,0,1,0,1,1
Cers4,3506,2783,3524,834,808,852
Cers5,1636,1553,1687,1430,1341,1462
Cers6,257,322,263,1089,954,1063
Ces2a,0,3,4,0,0,0
Ces2b,0,0,0,0,0,0
Ces2c,668,512,546,1,0,0
Ces2d-ps,86,82,107,0,0,1
Ces2e,0,0,0,0,0,0
Ces2g,23,6,10,0,0,1
Ces4a,0,0,0,0,0,0
Cetn1,0,0,0,0,0,0
Cetn2,626,510,648,546,456,537
Cetn3,457,454,538,680,593,672
Cetn4,25,20,39,0,0,0
Cfap126,47,30,49,2,0,0
Cfap20,375,350,423,362,309,346
Cfap36,435,352,486,258,190,283
Cfap43,1112,864,1197,1522,1344,1518
Cfap44,0,0,0,0,0,0
Cfap45,6,0,3,4,2,4
